HW Name,HW CPU, HW Mem, HW Netz, VMs, VMs CPU, VMs Mem, VMs Netz
HW 101,36,30354,656,VM 100 ,4,3538,438
HW 102,17,46866,3869,VM 101 ,4,4449,81
HW 103,13,15610,3433,VM 102 ,1,1979,358
HW 104,45,21680,542,VM 103 ,3,782,498
HW 105,6,40611,91,VM 104 ,3,3292,111
HW 106,9,7832,303,VM 105 ,2,2290,138
HW 107,37,19291,1566,VM 106 ,1,3916,28
HW 108,11,31456,3218,VM 107 ,1,4188,266
HW 109,10,35454,2229,VM 108 ,2,1853,11
HW 110,22,22773,1583,VM 109 ,3,4871,304
HW 111,37,44250,4823,VM 110 ,3,3195,466
HW 112,22,21368,3732,VM 111 ,3,4434,10
HW 113,49,39401,2524,VM 112 ,1,4483,420
HW 114,26,35127,1667,VM 113 ,2,3193,395
HW 115,41,25013,3925,VM 114 ,4,2432,99
HW 116,5,7984,3383,VM 115 ,1,2718,138
HW 117,15,17667,4353,VM 116 ,3,2175,374
HW 118,40,36133,4589,VM 117 ,1,1831,424
HW 119,44,14412,466,VM 118 ,2,2382,145
HW 120,46,39184,1235,VM 119 ,4,4119,416
HW 121,30,40664,3354,VM 120 ,1,1320,267
HW 122,41,24107,2100,VM 121 ,1,4870,281
HW 123,44,11546,4269,VM 122 ,2,4242,211
HW 124,26,16991,3593,VM 123 ,4,4103,368
HW 125,34,13428,933,VM 124 ,2,4057,340
HW 126,32,42634,1770,VM 125 ,4,1621,157
HW 127,29,4230,4921,VM 126 ,1,2185,151
HW 128,15,645,2533,VM 138 ,3,358,226
HW 129,19,21188,1738,VM 127 ,1,2144,17
HW 130,40,10883,1700,VM 128 ,2,3051,350
HW 131,34,30335,1587,VM 129 ,1,1629,331
HW 132,1,31072,4378,VM 130 ,1,3099,387
HW 133,40,49795,823,VM 131 ,3,4439,348
HW 134,24,6967,1407,VM 133 ,1,3085,379
HW 135,4,28469,1394,VM 134 ,3,3114,72
HW 136,25,5492,829,VM 135 ,4,4758,281
HW 137,31,26874,3900,VM 136 ,2,4942,248
HW 138,46,5162,4812,VM 137 ,1,4500,191
HW 139,46,19190,2065,VM 139 ,4,3132,470
HW 140,34,35589,2660,VM 140 ,4,1150,248
HW 141,20,46418,3458,VM 141 ,2,1316,117
HW 142,21,49859,594,VM 142 ,1,670,386
HW 143,15,33413,4101,VM 143 ,2,1281,68
HW 144,43,44634,3585,VM 144 ,4,1253,319
HW 145,49,36058,4613,VM 145 ,1,2047,389
HW 146,11,23432,2500,VM 146 ,1,2572,289
HW 147,30,34766,1634,VM 147 ,3,1595,117
HW 148,32,48050,93,VM 148 ,1,886,128
HW 149,48,2481,2384,VM 152 ,2,1760,120
HW 150,38,31607,2458,VM 149 ,4,2538,301
HW 151,9,17483,4140,VM 150 ,1,4761,221
HW 152,5,18194,1671,VM 151 ,1,2824,14
HW 153,14,46376,1622,VM 153 ,1,2057,487
HW 154,1,38617,2613,VM 154 ,1,3628,369
HW 155,47,925,3457,VM 155 ,3,734,498
HW 156,16,7631,4941,VM 156 ,1,3050,314
HW 157,35,23868,2066,VM 157 ,1,1105,421
HW 158,43,35201,3583,VM 158 ,2,4989,348
HW 159,23,35996,2047,VM 159 ,1,565,345
HW 160,39,45865,4822,VM 160 ,1,1938,286
HW 161,22,46695,3992,VM 161 ,3,3139,61
HW 162,22,15566,477,VM 162 ,2,3129,493
HW 163,35,37615,4161,VM 163 ,1,327,435
HW 164,8,32295,856,VM 164 ,3,3334,279
HW 165,34,8356,4588,VM 165 ,4,773,359
HW 166,2,24623,289,VM 166 ,4,1618,61
HW 167,35,10955,1469,VM 167 ,3,4830,64
HW 168,48,23296,2374,VM 168 ,2,3216,439
HW 169,1,48116,1629,VM 169 ,1,1517,95
HW 170,20,14183,4493,VM 170 ,1,3979,125
HW 171,28,47418,3880,VM 171 ,2,4667,324
HW 172,13,3484,2127,VM 174 ,2,3317,220
HW 173,41,19077,4123,VM 172 ,1,4185,35
HW 174,12,16406,3674,VM 173 ,1,3660,268
HW 175,13,29265,4648,VM 175 ,4,2441,36
HW 176,40,40704,4493,VM 176 ,1,916,298
HW 177,38,10601,4478,VM 177 ,3,4588,486
HW 178,26,4553,2158,VM 178 ,1,3353,149
HW 179,37,49414,1408,VM 179 VM 1000 ,2,532,388
HW 180,16,845,1255,VM 189 ,2,657,418
HW 181,7,39049,3288,VM 180 ,2,2043,117
HW 182,22,15033,4570,VM 181 ,2,1583,31
HW 183,43,25285,1641,VM 182 ,1,3980,360
HW 184,31,42439,364,VM 183 ,2,1075,162
HW 185,42,14225,1127,VM 184 ,1,3788,305
HW 186,31,899,3304,VM 191 ,1,604,416
HW 187,3,12513,2031,VM 185 ,4,4000,479
HW 188,31,21927,935,VM 186 ,4,2522,366
HW 189,17,12031,1756,VM 187 ,4,1010,10
HW 190,9,25274,810,VM 188 ,3,4195,468
HW 191,30,6102,1462,VM 190 ,4,2221,408
HW 192,4,18699,1055,VM 192 ,4,259,215
HW 193,48,36575,2837,VM 193 ,2,2330,10
HW 194,8,33690,3560,VM 194 ,4,2216,337
HW 195,4,2902,1835,VM 197 ,4,1360,228
HW 196,5,34345,3788,VM 195 ,1,3316,255
HW 197,37,37489,3753,VM 196 ,2,3521,485
HW 198,37,17042,462,VM 198 ,3,3344,142
HW 199,35,40434,4573,VM 199 ,1,2659,182
HW 200,41,33119,1008,VM 200 ,3,2788,185
HW 201,28,10347,219,VM 201 ,1,3628,451
HW 202,45,41757,2334,VM 202 ,2,1475,35
HW 203,13,22752,3563,VM 203 ,3,3210,61
HW 204,28,20345,4430,VM 204 ,4,618,88
HW 205,49,49932,2304,VM 205 ,2,2451,284
HW 206,31,30841,937,VM 206 ,1,4883,189
HW 207,24,44558,2428,VM 207 ,4,886,421
HW 208,40,2430,3403,VM 215 ,1,634,353
HW 209,25,47625,1073,VM 208 ,2,2968,79
HW 210,13,28741,831,VM 209 ,2,4385,150
HW 211,1,29838,313,VM 210 ,4,4204,412
HW 212,40,36241,4724,VM 211 ,4,3385,112
HW 213,14,25408,4344,VM 212 ,1,4098,323
HW 214,35,24423,117,VM 213 ,4,3428,307
HW 215,7,11159,972,VM 214 ,4,3022,457
HW 216,47,6917,818,VM 216 ,1,1256,268
HW 217,4,29901,4131,VM 217 ,2,2708,299
HW 218,49,40704,1890,VM 218 ,1,3855,78
HW 219,49,40222,4649,VM 219 ,4,2613,68
HW 220,3,21684,4297,VM 220 ,1,1039,106
HW 221,37,20418,2082,VM 221 ,1,1441,298
HW 222,46,23698,1902,VM 222 ,3,3478,36
HW 223,16,39501,1311,VM 223 ,3,3042,439
HW 224,2,22868,3935,VM 224 ,1,1471,385
HW 225,23,25337,4685,VM 225 ,1,4755,367
HW 226,4,34259,4663,VM 226 ,3,2965,458
HW 227,23,28634,1927,VM 227 ,1,2112,315
HW 228,2,6230,4670,VM 228 ,1,874,374
HW 229,15,11034,2224,VM 229 ,2,4815,212
HW 230,27,3525,4839,VM 230 ,2,1666,210
HW 231,37,37820,1964,VM 231 ,3,4781,79
HW 232,43,30737,2243,VM 232 ,4,1449,88
HW 233,31,7299,4372,VM 233 ,4,3716,495
HW 234,8,17027,3416,VM 234 ,2,468,368
HW 235,12,3724,2897,VM 235 ,2,3016,254
HW 236,24,23153,1579,VM 236 ,3,2218,10
HW 237,22,12484,931,VM 237 ,1,1627,276
HW 238,6,36439,3730,VM 238 ,4,3218,381
HW 239,15,31331,3388,VM 239 ,2,897,88
HW 240,45,15237,1944,VM 240 ,3,2482,10
HW 241,23,10688,3592,VM 241 ,2,2886,134
HW 242,32,4788,976,VM 242 ,1,1005,122
HW 243,18,47805,1890,VM 243 ,1,540,491
HW 244,4,2979,1346,VM 245 ,3,2969,10
HW 245,19,21983,3636,VM 244 ,1,3395,482
HW 246,1,9917,369,VM 246 ,2,2196,285
HW 247,15,21754,1714,VM 247 ,1,4518,103
HW 248,24,36050,2545,VM 248 ,1,1438,183
HW 249,40,25097,1309,VM 249 ,4,617,213
HW 250,17,2128,3614,VM 250 ,1,1673,377
HW 251,1,23259,3141,VM 251 ,2,1711,416
HW 252,5,31694,3363,VM 252 ,3,3688,16
HW 253,26,40089,82,VM 253 ,1,1858,45
HW 254,5,25255,813,VM 254 ,2,548,53
HW 255,40,6761,4870,VM 255 ,3,3383,220
HW 256,43,10396,4841,VM 256 ,1,698,496
HW 257,9,36297,3243,VM 257 ,3,1203,318
HW 258,37,25950,366,VM 258 ,3,2906,59
HW 259,48,10241,4076,VM 259 ,1,4762,256
HW 260,2,21090,2063,VM 260 ,3,3552,221
HW 261,28,38340,1219,VM 261 ,3,4914,49
HW 262,25,3662,2836,VM 262 ,1,3650,243
HW 263,11,30222,528,VM 263 ,3,4435,288
HW 264,28,11148,4249,VM 264 ,2,2288,17
HW 265,46,40103,675,VM 265 ,2,1982,432
HW 266,24,3668,1099,VM 266 ,1,1445,339
HW 267,36,2834,589,VM 269 ,3,271,90
HW 268,17,1205,2928,VM 276 ,3,1196,115
HW 269,15,3470,810,VM 268 ,2,3327,366
HW 270,1,37637,3479,VM 267 ,2,4540,367
HW 271,41,46680,1562,VM 270 ,1,3008,156
HW 272,17,46716,4720,VM 271 ,4,3954,397
HW 273,39,15125,3394,VM 272 ,1,3851,98
HW 274,12,40414,3827,VM 273 ,3,3202,460
HW 275,3,3302,660,VM 277 ,2,1348,17
HW 276,29,7329,3414,VM 274 ,1,4593,249
HW 277,2,948,884,VM 280 ,3,346,439
HW 278,30,38226,2832,VM 275 ,2,4545,90
HW 279,29,45924,944,VM 278 ,1,3430,309
HW 280,12,1405,4682,VM 282 ,4,1208,156
HW 281,49,3427,1498,VM 279 ,2,1959,237
HW 282,1,12114,3063,VM 281 ,1,3437,351
HW 283,23,16592,3831,VM 283 ,2,2449,175
HW 284,10,46521,849,VM 284 ,3,2401,405
HW 285,20,13144,1397,VM 285 ,4,2425,442
HW 286,29,41240,1465,VM 286 ,3,3258,118
HW 287,21,46076,4266,VM 287 ,1,871,108
HW 288,37,27468,2742,VM 288 ,4,1602,82
HW 289,42,10629,2069,VM 289 ,1,4615,265
HW 290,4,3747,2239,VM 290 ,3,1124,434
HW 291,11,9728,377,VM 291 ,3,2195,377
HW 292,15,41113,668,VM 292 ,4,2987,202
HW 293,32,19875,732,VM 293 ,4,3181,119
HW 294,48,48022,149,VM 294 ,3,2471,429
HW 295,6,26087,4320,VM 295 ,1,4647,29
HW 296,47,42545,2092,VM 296 ,1,2125,406
HW 297,44,49468,2960,VM 297 ,1,1919,383
HW 298,38,24645,4461,VM 298 ,1,964,303
HW 299,32,13257,218,VM 299 ,1,2049,442
HW 300,8,9154,4558,VM 300 ,4,2579,16
HW 301,41,1607,4892,VM 301 ,1,617,95
HW 302,30,38854,1781,VM 302 ,1,4752,183
HW 303,15,31033,3418,VM 303 ,2,882,454
HW 304,19,48726,3860,VM 304 ,1,786,284
HW 305,16,13343,2188,VM 305 ,3,140,31
HW 306,15,45147,2133,VM 306 ,3,525,423
HW 307,37,4374,2887,VM 307 ,1,4185,363
HW 308,31,4252,4369,VM 308 ,3,1954,173
HW 309,36,8094,4530,VM 309 ,1,3019,149
HW 310,27,9578,1650,VM 310 ,1,812,126
HW 311,1,46122,394,VM 311 ,3,4608,301
HW 312,40,1921,845,VM 314 ,2,204,470
HW 313,20,28861,2681,VM 312 ,3,4282,241
HW 314,33,11462,2225,VM 313 ,2,4249,470
HW 315,28,23904,1100,VM 315 ,1,2682,372
HW 316,16,49789,3863,VM 316 ,1,2424,454
HW 317,49,47725,169,VM 317 ,4,1903,166
HW 318,23,44527,3466,VM 318 ,2,1584,76
HW 319,13,47798,459,VM 319 ,1,3761,64
HW 320,1,22770,4372,VM 320 ,3,4503,25
HW 321,41,48923,3378,VM 321 ,1,3238,286
HW 322,48,8065,215,VM 322 ,2,1150,16
HW 323,40,41761,1761,VM 323 ,3,3030,279
HW 324,29,14949,1653,VM 324 ,4,285,364
HW 325,47,15343,2237,VM 325 ,1,4082,193
HW 326,48,1349,4786,VM 326 ,1,1078,419
HW 327,10,2850,2351,VM 327 ,1,2556,437
HW 328,31,2794,3214,VM 328 ,2,1197,163
HW 329,15,10356,3923,VM 329 ,1,2530,466
HW 330,2,49468,1981,VM 330 ,1,1099,206
HW 331,26,48049,4427,VM 331 ,2,2487,392
HW 332,11,42541,4921,VM 332 ,1,854,402
HW 333,23,38828,3796,VM 333 ,3,2298,82
HW 334,32,45809,1746,VM 334 ,3,4989,102
HW 335,45,48919,3459,VM 335 ,1,245,495
HW 336,19,21996,4810,VM 336 ,3,2559,188
HW 337,1,42626,1455,VM 337 ,1,1492,361
HW 338,7,45700,4167,VM 338 ,1,100,299
HW 339,4,9452,3577,VM 339 ,3,1922,379
HW 340,46,1062,4753,VM 347 ,2,969,46
HW 341,13,37193,75,VM 340 ,1,2841,320
HW 342,24,37155,4262,VM 341 ,2,4068,221
HW 343,44,2301,4862,VM 346 ,2,1488,304
HW 344,19,6631,238,VM 342 ,1,2379,37
HW 345,16,26650,4231,VM 343 ,2,3989,106
HW 346,41,48333,4804,VM 344 ,3,2648,341
HW 347,23,43055,2213,VM 345 ,1,3849,349
HW 348,30,45968,172,VM 348 ,2,100,10
HW 349,41,45494,189,VM 349 ,2,4674,10
HW 350,28,27136,4078,VM 350 ,1,4003,430
HW 351,2,1451,4460,VM 351 ,1,835,354
HW 352,11,18345,654,VM 352 ,3,750,189
HW 353,20,15236,3089,VM 353 ,2,100,172
HW 354,33,46387,2215,VM 354 ,1,100,54
HW 355,40,22247,626,VM 355 ,2,4617,144
HW 356,4,37617,4232,VM 356 ,3,3881,213
HW 357,44,24301,2656,VM 357 ,1,1460,305
HW 358,46,48253,4344,VM 358 ,3,2110,206
HW 359,17,7079,2625,VM 359 ,1,100,412
HW 360,5,28404,4171,VM 360 ,1,4086,222
HW 361,12,39162,2989,VM 361 ,1,1804,499
HW 362,6,43949,1477,VM 362 ,3,138,174
HW 363,32,41863,367,VM 363 ,3,582,442
HW 364,1,25838,1729,VM 364 ,3,504,82
HW 365,48,34027,2584,VM 365 ,1,2851,298
HW 366,3,29340,594,VM 366 ,1,2786,303
HW 367,29,42238,1075,VM 367 ,1,2986,398
HW 368,13,43223,3384,VM 368 ,2,1499,102
HW 369,10,35439,3132,VM 369 ,4,563,437
HW 370,49,13856,3968,VM 370 ,1,2556,44
HW 371,15,32194,4740,VM 371 ,1,3073,406
HW 372,31,23587,4407,VM 372 ,2,4526,332
HW 373,27,16865,4660,VM 373 ,3,1771,233
HW 374,16,39043,4308,VM 374 ,2,3166,230
HW 375,3,18306,1882,VM 375 ,1,211,386
HW 376,20,9893,11,VM 376 ,1,2003,392
HW 377,32,46753,405,VM 377 ,3,2347,301
HW 378,42,34255,1780,VM 378 ,1,1797,471
HW 379,24,24040,3382,VM 379 ,4,4803,490
HW 380,16,4662,718,VM 380 ,1,109,358
HW 381,35,41633,2295,VM 381 ,2,4370,208
HW 382,19,20302,1435,VM 382 ,3,2100,436
HW 383,1,5257,4813,VM 383 ,1,4171,370
HW 384,38,42942,4364,VM 384 ,1,3338,184
HW 385,24,3640,2136,VM 385 ,4,3359,101
HW 386,42,27391,23,VM 386 ,3,4021,411
HW 387,35,29425,4721,VM 387 ,4,346,129
HW 388,21,22921,3490,VM 388 ,1,3434,426
HW 389,30,29272,4560,VM 389 ,1,1231,251
HW 390,25,41406,4542,VM 390 ,3,4067,131
HW 391,7,17122,2432,VM 391 ,4,345,95
HW 392,16,26008,3611,VM 392 ,1,1905,202
HW 393,7,13391,427,VM 393 ,1,1435,324
HW 394,30,32458,1293,VM 394 ,3,4532,210
HW 395,26,15150,1392,VM 395 ,1,215,174
HW 396,6,12978,91,VM 396 ,3,805,344
HW 397,41,39294,3781,VM 397 ,1,4471,102
HW 398,46,1723,3489,VM 403 ,1,1236,120
HW 399,17,46037,3646,VM 398 ,1,2457,340
HW 400,2,4667,4054,VM 399 ,1,3325,307
HW 401,24,42228,1537,VM 400 ,1,1737,51
HW 402,48,6848,2843,VM 401 ,3,4959,202
HW 403,19,8812,4896,VM 402 ,3,3710,450
HW 404,20,44834,930,VM 404 ,2,3200,122
HW 405,27,9941,2904,VM 405 ,2,416,187
HW 406,14,42673,783,VM 406 ,3,4492,101
HW 407,45,40773,2630,VM 407 ,4,1917,90
HW 408,1,49107,3871,VM 408 ,3,1373,430
HW 409,2,39765,79,VM 409 ,3,2013,312
HW 410,41,12627,3221,VM 410 ,1,1847,127
HW 411,34,39446,2088,VM 411 ,3,101,121
HW 412,4,17397,3378,VM 412 ,1,4257,227
HW 413,13,7330,3016,VM 413 ,1,3750,437
HW 414,9,27044,4010,VM 414 ,1,1416,330
HW 415,27,38153,1317,VM 415 ,3,3167,78
HW 416,24,27864,4057,VM 416 ,1,3783,250
HW 417,14,17282,4019,VM 417 ,1,3827,434
HW 418,31,7583,1407,VM 418 ,2,4613,493
HW 419,23,27442,2276,VM 419 ,1,3191,389
HW 420,46,38360,4463,VM 420 ,3,4984,193
HW 421,12,1361,2637,VM 421 ,3,320,218
HW 422,38,12231,4003,VM 422 ,4,3724,10
HW 423,46,18252,4877,VM 423 ,3,1565,471
HW 424,23,46332,1512,VM 424 ,2,730,206
HW 425,17,3836,2722,VM 425 ,3,2794,262
HW 426,48,22677,2736,VM 426 ,1,2093,34
HW 427,24,876,10,VM 434 ,4,591,173
HW 428,41,400,1908,VM 448 ,4,237,270
HW 429,49,48661,1648,VM 427 ,1,2027,210
HW 430,36,5486,3642,VM 428 ,1,4681,453
HW 431,34,16778,885,VM 429 ,2,2014,245
HW 432,33,16260,4499,VM 430 ,1,2550,464
HW 433,26,16727,1550,VM 431 ,1,901,399
HW 434,15,20238,2118,VM 432 ,2,4202,492
HW 435,4,27912,4831,VM 433 ,3,1620,164
HW 436,40,26150,4375,VM 435 ,1,4960,442
HW 437,30,25328,3988,VM 436 ,1,3853,399
HW 438,7,1761,3443,VM 441 ,4,1375,309
HW 439,9,40525,4092,VM 437 ,2,3365,15
HW 440,8,34943,1936,VM 438 ,4,4504,194
HW 441,28,45346,2746,VM 439 ,3,2496,295
HW 442,1,39729,1343,VM 440 ,3,3803,478
HW 443,33,17416,653,VM 442 ,2,2657,418
HW 444,15,16906,2983,VM 443 ,2,1944,470
HW 445,37,14767,4475,VM 444 ,1,1114,276
HW 446,13,17233,1334,VM 445 ,1,827,380
HW 447,22,44317,10,VM 446 ,2,3562,168
HW 448,38,15316,4236,VM 447 ,1,4800,82
HW 449,25,9932,3604,VM 449 ,1,2515,134
HW 450,1,428,3497,VM 479 ,1,151,324
HW 451,41,2443,3383,VM 450 ,2,2028,297
HW 452,2,2542,2462,VM 451 ,2,509,227
HW 453,8,18371,1395,VM 452 ,1,2352,181
HW 454,31,44102,281,VM 453 ,4,1855,29
HW 455,36,40316,1678,VM 454 ,1,4798,370
HW 456,49,20671,4661,VM 455 ,3,575,93
HW 457,30,19256,4183,VM 456 ,3,1280,235
HW 458,4,42858,3761,VM 457 ,2,4151,194
HW 459,34,33723,2046,VM 458 ,4,1442,36
HW 460,20,2580,1508,VM 459 ,4,2283,18
HW 461,36,19337,2706,VM 460 ,4,1659,20
HW 462,37,14735,3647,VM 461 ,3,2246,274
HW 463,11,23108,446,VM 462 ,2,1073,285
HW 464,11,20198,1401,VM 463 ,1,4162,257
HW 465,19,13756,3042,VM 464 ,1,2864,142
HW 466,46,3300,2131,VM 465 ,4,3105,128
HW 467,30,22822,4603,VM 466 ,1,2512,94
HW 468,48,20880,3205,VM 467 ,1,675,10
HW 469,43,42378,4990,VM 468 ,2,4797,434
HW 470,43,25757,4458,VM 469 ,1,1371,150
HW 471,18,6469,2474,VM 470 ,3,4969,266
HW 472,34,44067,1847,VM 471 ,4,2535,241
HW 473,21,43147,751,VM 472 ,3,4170,274
HW 474,14,28223,4825,VM 473 ,4,562,49
HW 475,31,37103,1054,VM 474 ,4,3125,248
HW 476,46,8917,2581,VM 475 ,1,1561,297
HW 477,1,14616,533,VM 476 ,2,2201,308
HW 478,29,35160,962,VM 477 ,4,1248,455
HW 479,43,30189,4361,VM 478 ,2,4565,308
HW 480,35,29261,1774,VM 480 ,1,1862,405
HW 481,35,40036,2184,VM 481 ,3,352,315
HW 482,25,47979,2405,VM 482 ,4,4049,84
HW 483,1,11152,2631,VM 483 ,3,100,364
HW 484,14,45094,4650,VM 484 ,4,4789,121
HW 485,37,45416,4128,VM 485 ,2,1605,19
HW 486,25,8030,2140,VM 486 ,1,2866,372
HW 487,41,7879,2197,VM 487 ,1,3813,432
HW 488,45,9867,3393,VM 488 ,4,4853,229
HW 489,1,13552,4816,VM 489 ,1,4146,256
HW 490,42,41578,3908,VM 490 ,4,2708,356
HW 491,7,1804,2148,VM 495 ,3,100,384
HW 492,6,40069,2536,VM 491 ,1,2986,338
HW 493,45,5450,2503,VM 492 ,2,2091,497
HW 494,43,48965,3075,VM 493 ,1,4351,67
HW 495,36,49138,4772,VM 494 ,3,1977,51
HW 496,12,18042,2491,VM 496 ,3,2231,422
HW 497,49,49526,1549,VM 497 ,3,124,59
HW 498,4,36899,2488,VM 498 ,3,3319,308
HW 499,8,26432,1802,VM 499 ,3,1865,211
HW 500,23,40536,1494,VM 500 ,3,3449,472
HW 501,1,47748,471,VM 501 ,1,2141,206
HW 502,14,21786,1322,VM 502 ,3,4317,477
HW 503,5,1991,2867,VM 509 ,2,1923,161
HW 504,36,24362,1126,VM 503 ,1,3526,10
HW 505,49,16241,2788,VM 504 ,4,3238,131
HW 506,5,3164,4365,VM 505 ,3,2907,131
HW 507,30,36630,995,VM 506 ,1,3847,172
HW 508,17,16441,950,VM 507 ,1,4568,334
HW 509,1,26023,4186,VM 508 ,1,4313,80
HW 510,34,19606,1692,VM 510 ,3,4477,495
HW 511,25,23988,2810,VM 511 ,3,2175,399
HW 512,33,8760,3583,VM 512 ,2,4449,353
HW 513,39,37273,3775,VM 513 ,2,3779,411
HW 514,46,5010,4103,VM 514 ,1,1464,185
HW 515,29,41956,2987,VM 515 ,4,2476,341
HW 516,5,29077,2875,VM 516 ,4,881,26
HW 517,2,28039,3122,VM 517 ,1,670,37
HW 518,9,10862,3089,VM 518 ,1,1533,265
HW 519,11,2872,3730,VM 520 ,4,508,240
HW 520,22,15777,4568,VM 519 ,3,4065,357
HW 521,15,5448,4436,VM 521 ,4,1511,174
HW 522,9,49993,490,VM 522 ,2,4475,93
