HW Name,HW CPU, HW Mem, HW Netz, VMs, VMs CPU, VMs Mem, VMs Netz
HW 60,22,21158,3187,VM 410 VM 491 VM 1136 VM 1524 VM 1538 VM 3552 VM 5962 VM 6602 VM 7519 VM 7537 VM 8418 VM 8936 ,27,25688,3334
HW 61,6,21039,2659,VM 1090 VM 3564 VM 3930 VM 3998 VM 4543 VM 5632 VM 5983 ,18,16856,1626
HW 62,19,18449,19,VM 236 VM 1885 VM 2765 VM 2940 VM 3309 VM 5043 VM 5270 VM 8638 VM 8757 VM 9831 ,19,29400,2117
HW 63,16,39317,1986,VM 1155 VM 1625 VM 2626 VM 4046 VM 4392 VM 4975 VM 5154 VM 6035 VM 8127 VM 9249 ,25,27220,2034
HW 64,17,32104,2566,VM 296 VM 1319 VM 3220 VM 5750 VM 6986 VM 7740 VM 7771 VM 7827 VM 8007 VM 8196 VM 8705 VM 9517 ,28,26437,2172
HW 65,37,32490,1277,VM 769 VM 783 VM 1272 VM 2511 VM 2922 VM 4916 VM 6443 VM 7364 VM 8458 VM 9071 VM 9448 VM 9751 ,28,27843,3039
HW 66,35,21896,2542,VM 481 VM 1380 VM 1825 VM 2666 VM 6091 VM 6605 VM 6672 VM 6964 VM 9102 ,11,19481,1988
HW 67,29,41002,2036,VM 172 VM 630 VM 2793 VM 2989 VM 5133 VM 8788 VM 9270 VM 9616 ,10,15757,2453
HW 68,33,3790,4399,VM 69 VM 961 VM 1720 VM 2065 VM 2667 VM 3314 VM 3834 VM 4227 VM 5074 VM 5576 VM 7874 VM 8533 VM 9149 VM 9236 ,24,28420,3052
HW 69,18,30359,428,VM 4305 VM 4675 VM 5634 VM 6237 VM 6302 VM 6402 VM 8536 ,15,16933,1902
HW 70,24,43510,3423,VM 40 VM 2401 VM 3158 VM 3254 VM 4455 VM 5946 VM 7036 VM 7330 VM 7943 ,17,24868,1715
HW 71,17,38412,2974,VM 2720 VM 3319 VM 3325 VM 3830 VM 4115 VM 4565 VM 5467 VM 5669 VM 5856 VM 6033 VM 7895 VM 8408 ,26,31395,3198
HW 72,25,2606,3624,VM 1381 VM 2184 VM 2499 VM 2607 VM 3129 VM 3545 VM 5316 VM 7043 VM 7185 VM 8398 VM 8606 ,25,26493,2947
HW 73,26,13861,3160,VM 103 VM 1576 VM 1612 VM 2629 VM 8092 VM 9082 ,16,14676,898
HW 74,40,37852,134,VM 554 VM 962 VM 1121 VM 3016 VM 5725 VM 6317 VM 6942 VM 9119 VM 9761 ,15,25395,1766
HW 75,42,16992,619,VM 796 VM 1619 VM 1647 VM 2024 VM 2086 VM 2435 VM 3212 VM 3630 VM 4124 VM 4668 VM 5577 VM 6740 VM 7587 VM 9620 ,30,31112,3866
HW 76,37,19625,3303,VM 1058 VM 2846 VM 3501 VM 4875 VM 5681 VM 6321 VM 6546 VM 6784 VM 8764 ,20,22126,2368
HW 77,35,32938,434,VM 257 VM 1003 VM 1308 VM 1425 VM 1605 VM 2417 VM 2426 VM 3602 VM 3645 VM 4809 VM 6081 ,23,31640,3100
HW 78,32,47746,173,VM 723 VM 2302 VM 3035 VM 3660 VM 4351 VM 4933 VM 5012 VM 5131 VM 7655 VM 7911 VM 8221 VM 8253 VM 9366 VM 9743 ,39,31385,2800
HW 79,18,35041,3983,VM 1178 VM 3626 VM 8515 VM 8701 VM 9022 ,13,15799,1417
HW 80,13,43520,623,VM 1480 VM 2151 VM 2634 VM 4246 VM 4802 VM 5551 VM 6244 VM 6318 VM 7076 VM 9461 ,20,27492,2441
HW 81,13,4706,3817,VM 367 VM 634 VM 3161 VM 3853 VM 6896 VM 7260 ,11,16991,1619
HW 82,10,20055,1498,VM 559 VM 822 VM 2345 VM 4663 VM 6577 VM 8580 VM 9363 VM 9477 ,25,16265,1862
HW 83,8,15330,4434,VM 645 VM 754 VM 3646 VM 3684 VM 3862 VM 3969 VM 4757 VM 5026 VM 5655 VM 5974 VM 7299 VM 8957 VM 9599 ,29,25308,2984
HW 84,19,23475,4065,VM 1075 VM 2286 VM 3004 VM 4922 VM 5636 VM 6229 VM 8021 VM 9605 ,19,18344,1822
HW 85,34,12089,3131,VM 79 VM 1166 VM 2493 VM 5685 VM 5925 VM 6924 VM 7311 VM 8667 VM 9151 VM 9559 ,25,23439,3261
HW 86,27,10783,946,VM 213 VM 700 VM 1652 VM 3571 VM 3596 VM 5203 VM 6425 VM 6468 VM 7232 VM 7567 VM 7966 VM 8825 ,24,26592,2875
HW 87,21,9643,4531,VM 18 VM 347 VM 1151 VM 1215 VM 2221 VM 3227 VM 5111 VM 5325 VM 5572 VM 5842 VM 8643 VM 8773 VM 9057 ,22,42161,2780
HW 88,4,34608,4210,VM 348 VM 631 VM 1364 VM 2478 VM 3009 VM 3473 VM 4303 VM 5155 VM 5520 VM 5765 VM 6030 VM 6649 VM 8943 VM 9206 VM 9892 ,35,36397,3152
HW 89,46,43964,3987,VM 986 VM 3864 VM 4396 VM 5251 VM 5407 VM 6565 VM 8621 VM 9147 VM 9284 VM 9322 VM 9483 VM 9567 ,24,23198,2811
HW 90,49,35954,1022,VM 1424 VM 1550 VM 2456 VM 3434 VM 4853 VM 4874 VM 4926 VM 5475 VM 5870 VM 6774 VM 7090 VM 9230 ,28,35515,2439
HW 91,19,37807,912,VM 932 VM 2147 VM 3134 VM 6087 VM 8892 VM 9132 ,14,19556,1928
HW 92,22,6899,2271,VM 160 VM 2055 VM 3470 VM 3619 VM 4769 VM 4900 VM 5301 VM 6236 VM 6906 VM 7823 VM 9289 ,17,22125,3135
HW 93,20,46772,3834,VM 969 VM 1699 VM 1810 VM 3122 VM 4025 VM 4499 VM 4885 VM 6676 VM 9288 VM 9629 ,26,23750,2673
HW 94,9,605,4200,VM 60 VM 1898 VM 3324 VM 3412 VM 4902 VM 5152 VM 6271 VM 7376 VM 8301 VM 8345 ,27,21974,2694
HW 95,20,21936,4590,VM 148 VM 397 VM 790 VM 1679 VM 3149 VM 3786 VM 4873 VM 6853 VM 8011 VM 8435 ,26,27573,3564
HW 96,31,44276,2488,VM 191 VM 196 VM 1254 VM 1646 VM 2239 VM 2285 VM 2736 VM 3173 VM 4680 VM 5051 VM 5852 VM 7637 VM 7755 ,21,27321,2516
HW 97,19,47803,659,VM 323 VM 1822 VM 2380 VM 2874 VM 4079 VM 4634 VM 7873 VM 8141 VM 8410 VM 8524 VM 8858 ,23,23763,1982
HW 98,25,6176,506,VM 339 VM 563 VM 725 VM 2396 VM 3290 VM 4724 VM 5395 VM 6143 VM 6455 VM 8051 VM 8369 VM 8937 VM 8966 VM 9081 ,25,34420,3897
HW 99,49,10533,235,VM 433 VM 944 VM 1004 VM 1839 VM 1874 VM 2354 VM 7899 ,16,14919,1695
HW 100,15,43394,2093,VM 515 VM 2294 VM 7201 VM 9256 VM 9479 VM 9661 VM 9742 ,12,22970,1992
HW 101,36,30354,656,VM 610 VM 694 VM 870 VM 2351 VM 2528 VM 2712 VM 3828 VM 4148 VM 4530 VM 5107 VM 5166 VM 5478 VM 7379 VM 7883 ,38,38865,2838
HW 102,17,46866,3869,VM 643 VM 1587 VM 4952 VM 5138 VM 5562 VM 6310 VM 7189 VM 9008 VM 9193 ,13,23045,2524
HW 103,13,15610,3433,VM 2116 VM 2128 VM 4439 VM 5695 VM 6119 VM 6524 VM 7794 VM 7815 VM 8472 VM 8736 VM 9125 VM 9211 VM 9664 VM 9686 VM 9943 ,29,37066,3006
HW 104,45,21680,542,VM 166 VM 1688 VM 3617 VM 4516 VM 4986 VM 5438 VM 5901 VM 7878 ,17,19554,2583
HW 105,6,40611,91,VM 1484 VM 1515 VM 2132 VM 2546 VM 2983 VM 3088 VM 4229 VM 4768 VM 4834 VM 5275 VM 5997 VM 6406 VM 7198 VM 8069 ,28,32265,3094
HW 106,9,7832,303,VM 513 VM 829 VM 955 VM 2040 VM 2384 VM 2387 VM 2477 VM 2906 VM 3519 VM 4088 VM 4553 VM 4649 VM 4720 VM 4971 VM 5273 VM 7315 VM 7808 ,30,31749,4907
HW 107,37,19291,1566,VM 198 VM 306 VM 2279 VM 2364 VM 3058 VM 4075 VM 4429 VM 5185 VM 5417 VM 5590 VM 8595 VM 9374 ,22,26036,2632
HW 108,11,31456,3218,VM 299 VM 340 VM 812 VM 911 VM 958 VM 1432 VM 2554 VM 4739 VM 5584 VM 9684 ,30,27473,2944
HW 109,10,35454,2229,VM 360 VM 1036 VM 2381 VM 2776 VM 2907 VM 4042 VM 5003 VM 5171 VM 6520 VM 6559 VM 6597 VM 7296 VM 7320 VM 7688 VM 8413 VM 9117 ,41,41330,4945
HW 110,22,22773,1583,VM 1265 VM 1594 VM 2008 VM 2762 VM 2787 VM 3270 VM 4087 VM 4282 VM 4330 VM 6809 VM 7536 VM 8473 VM 8798 VM 9759 VM 9777 ,25,29035,3903
HW 111,37,44250,4823,VM 1057 VM 1286 VM 4964 VM 6895 VM 7472 VM 7673 VM 8813 VM 8868 VM 9985 ,25,17779,2075
HW 112,22,21368,3732,VM 316 VM 2247 VM 2535 VM 3738 VM 4653 VM 7602 VM 8386 VM 9032 VM 9549 ,15,28641,2109
HW 113,49,39401,2524,VM 1782 VM 3321 VM 3679 VM 3765 VM 4005 VM 4205 VM 4512 VM 5106 ,15,16081,1981
HW 114,26,35127,1667,VM 1174 VM 1659 VM 3384 VM 4436 VM 4758 VM 5290 VM 6678 VM 6730 VM 6769 VM 7365 VM 8454 VM 9143 ,25,29233,2546
HW 115,41,25013,3925,VM 742 VM 1802 VM 2601 VM 4840 VM 5037 VM 5502 VM 5821 VM 5878 VM 7183 VM 7259 VM 7597 VM 7923 VM 9085 ,27,31256,2321
HW 116,5,7984,3383,VM 1196 VM 1982 VM 2007 VM 3960 VM 4587 VM 7373 VM 7976 VM 8094 VM 8734 VM 9430 VM 9708 ,28,28793,1901
HW 117,15,17667,4353,VM 943 VM 1244 VM 2032 VM 3307 VM 3588 VM 3615 VM 4273 VM 5927 VM 6128 VM 6349 VM 8864 VM 9134 VM 9201 VM 9926 ,31,35389,3952
HW 118,40,36133,4589,VM 1131 VM 1168 VM 1570 VM 3168 VM 4695 VM 4978 VM 5379 VM 6927 VM 7284 VM 7829 VM 9637 ,19,23950,2461
HW 119,44,14412,466,VM 153 VM 2935 VM 2937 VM 3627 VM 4070 VM 4162 VM 5292 VM 5434 VM 5570 VM 5715 VM 5930 VM 7197 VM 7287 VM 7478 VM 9716 ,36,26357,3671
HW 120,46,39184,1235,VM 342 VM 351 VM 807 VM 856 VM 1627 VM 2705 VM 2884 VM 4554 VM 4791 VM 5213 VM 5558 VM 7909 VM 8134 VM 8644 VM 9043 VM 9491 ,31,44582,5166
HW 121,30,40664,3354,VM 467 VM 1517 VM 2845 VM 3066 VM 5841 VM 6766 VM 9463 ,11,22995,1880
HW 122,41,24107,2100,VM 384 VM 819 VM 1268 VM 3471 VM 4315 VM 4442 VM 6988 VM 7928 VM 8381 VM 8391 VM 9225 VM 9482 ,24,18300,2561
HW 123,44,11546,4269,VM 862 VM 1326 VM 1684 VM 2576 VM 4517 VM 5015 VM 5356 VM 7125 VM 8061 VM 8590 VM 9028 VM 9258 VM 9729 ,25,38782,2746
HW 124,26,16991,3593,VM 1303 VM 3157 VM 4832 VM 6218 VM 9983 VM 9994 ,11,12705,829
HW 125,34,13428,933,VM 623 VM 702 VM 1590 VM 2563 VM 7793 VM 8850 VM 9213 VM 9906 ,19,14381,1356
HW 126,32,42634,1770,VM 409 VM 1129 VM 2179 VM 2517 VM 2984 VM 3389 VM 4085 VM 4590 VM 5850 VM 6824 VM 7100 VM 7584 VM 8227 VM 9253 ,24,20070,3557
HW 127,29,4230,4921,VM 538 VM 1519 VM 4097 VM 5858 VM 6482 VM 7731 VM 8262 VM 9153 VM 9159 ,22,24261,2511
HW 128,15,645,2533,VM 809 VM 1878 VM 3178 VM 3607 VM 5282 VM 8302 VM 8586 ,17,19819,1301
HW 129,19,21188,1738,VM 107 VM 861 VM 913 VM 1724 VM 3068 VM 3766 VM 3882 VM 4377 VM 4467 VM 5494 VM 5861 VM 8254 ,28,30046,3518
HW 130,40,10883,1700,VM 249 VM 976 VM 1077 VM 1383 VM 4872 VM 4985 VM 7454 VM 8400 VM 9208 ,19,17160,2663
HW 131,34,30335,1587,VM 1333 VM 1766 VM 3915 VM 5917 VM 6260 VM 6808 VM 8922 VM 9277 ,15,11936,1969
HW 132,1,31072,4378,VM 1600 VM 1960 VM 4245 VM 4892 VM 5454 VM 6779 VM 6831 ,16,16096,1896
HW 133,40,49795,823,VM 356 VM 922 VM 3647 VM 3663 VM 4260 VM 4513 VM 5071 VM 7998 VM 9180 ,21,20422,3002
HW 134,24,6967,1407,VM 75 VM 488 VM 595 VM 2227 VM 5428 VM 6136 VM 8819 VM 9589 ,18,15357,1670
HW 135,4,28469,1394,VM 2149 VM 3128 VM 3350 VM 3748 VM 4277 VM 4601 VM 5008 VM 5809 VM 7380 VM 7578 VM 8616 VM 8781 ,26,22101,3909
HW 136,25,5492,829,VM 3188 VM 3863 VM 4296 VM 4800 VM 4959 VM 6269 VM 7797 VM 8516 VM 8932 ,20,26647,2171
HW 137,31,26874,3900,VM 787 VM 2026 VM 2909 VM 5755 VM 6775 VM 8491 ,15,13649,1243
HW 138,46,5162,4812,VM 509 VM 2299 VM 7835 VM 8901 VM 8948 VM 9880 ,10,13812,1038
HW 139,46,19190,2065,VM 602 VM 2623 VM 2753 VM 3282 VM 3942 VM 4057 VM 5378 VM 5447 VM 6024 VM 6111 VM 6614 VM 7989 VM 8077 VM 8867 VM 9340 VM 9404 ,30,32448,3475
HW 140,34,35589,2660,VM 511 VM 2186 VM 4801 VM 6603 VM 6889 ,12,12822,1240
HW 141,20,46418,3458,VM 620 VM 2160 VM 3928 VM 6103 VM 6462 VM 7157 VM 8202 VM 8388 ,18,23299,1776
HW 142,21,49859,594,VM 740 VM 1368 VM 2042 VM 2109 VM 4914 VM 6078 VM 6626 ,20,17022,1361
HW 143,15,33413,4101,VM 1092 VM 2159 VM 2876 VM 4862 VM 4909 VM 5440 VM 5894 VM 8377 VM 8983 VM 9035 VM 9434 ,22,27033,3375
HW 144,43,44634,3585,VM 931 VM 1531 VM 4626 VM 4835 VM 5320 VM 6918 VM 7096 VM 7414 VM 7509 VM 8483 VM 8782 VM 9719 VM 9733 ,28,39479,3160
HW 145,49,36058,4613,VM 1439 VM 2353 VM 2586 VM 3388 VM 4786 VM 5359 VM 5711 VM 9282 VM 9431 VM 9560 ,18,25557,2228
HW 146,11,23432,2500,VM 622 VM 1534 VM 1813 VM 2238 VM 3558 VM 3608 VM 5369 VM 5938 VM 7604 VM 7683 VM 8373 VM 8394 VM 9058 ,29,31066,2883
HW 147,30,34766,1634,VM 1008 VM 1371 VM 2532 VM 2956 VM 3989 VM 4316 VM 5277 VM 7058 VM 7237 VM 7891 VM 9413 VM 9819 ,27,34165,2404
HW 148,32,48050,93,VM 850 VM 1261 VM 2059 VM 3802 VM 4828 VM 8700 VM 8830 VM 9287 VM 9388 VM 9810 ,20,26573,2635
HW 149,48,2481,2384,VM 569 VM 635 VM 2005 VM 6946 VM 7164 VM 7476 VM 7566 VM 9843 ,18,15300,2191
HW 150,38,31607,2458,VM 133 VM 179 VM 1547 VM 2197 VM 2509 VM 3333 VM 3496 VM 5957 VM 6162 VM 7034 VM 7571 VM 8003 VM 8395 ,29,27121,2837
HW 151,9,17483,4140,VM 3408 VM 4738 VM 4844 VM 4846 VM 5265 VM 6333 ,12,11212,1744
HW 152,5,18194,1671,VM 1754 VM 3428 VM 3705 VM 4456 VM 5297 VM 7042 VM 7984 VM 8223 VM 9166 VM 9187 VM 9227 VM 9614 ,21,36928,2945
HW 153,14,46376,1622,VM 2063 VM 2392 VM 2735 VM 3553 VM 5484 VM 6309 VM 6839 VM 7191 VM 7418 ,22,17917,2072
HW 154,1,38617,2613,VM 855 VM 1516 VM 1812 VM 4721 VM 4887 VM 7850 VM 8193 VM 8926 ,21,22941,1996
HW 155,47,925,3457,VM 3767 VM 4529 VM 4903 VM 5933 VM 5951 VM 6073 VM 7572 VM 9122 VM 9235 ,17,21024,2002
HW 156,16,7631,4941,VM 1344 VM 4278 VM 5262 VM 7062 VM 9564 VM 9675 ,15,15400,1741
HW 157,35,23868,2066,VM 3483 VM 7779 VM 8795 ,5,6214,525
HW 158,43,35201,3583,VM 294 VM 1563 VM 3312 VM 4369 VM 5698 VM 6807 VM 7425 VM 7756 VM 9866 ,21,26033,2258
HW 159,23,35996,2047,VM 19 VM 152 VM 1583 VM 2941 VM 6263 VM 6668 VM 6852 VM 8318 ,21,18118,1809
HW 160,39,45865,4822,VM 1236 VM 2272 VM 2577 VM 2643 VM 3119 VM 4223 VM 6142 VM 6517 VM 7348 ,20,28465,2370
HW 161,22,46695,3992,VM 2908 VM 3737 VM 6065 VM 6086 VM 6344 VM 6410 VM 8419 ,20,12646,2008
HW 162,22,15566,477,VM 1130 VM 1255 VM 1296 VM 1458 VM 1671 VM 1678 VM 2330 VM 2481 VM 3551 VM 3886 VM 4074 VM 4484 VM 4855 VM 4878 VM 4960 VM 5534 VM 7069 VM 7672 VM 7905 VM 8770 VM 9722 ,47,61156,4872
HW 163,35,37615,4161,VM 346 VM 2483 VM 8693 VM 9384 ,7,11360,1236
HW 164,8,32295,856,VM 2121 VM 4714 VM 6544 VM 7112 VM 7931 VM 8347 VM 8679 VM 9283 ,19,18429,1781
HW 165,34,8356,4588,VM 572 VM 859 VM 2069 VM 5016 VM 5745 VM 6780 VM 8336 ,19,18843,1506
HW 166,2,24623,289,VM 1224 VM 3109 VM 4402 VM 6414 VM 9490 ,7,11264,1244
HW 167,35,10955,1469,VM 792 VM 1009 VM 2835 VM 2968 VM 3124 VM 3730 VM 5611 VM 5751 VM 6088 VM 8498 VM 9015 VM 9454 VM 9522 ,26,31598,4380
HW 168,48,23296,2374,VM 560 VM 1291 VM 1759 VM 2886 VM 4388 VM 7453 VM 8577 VM 9233 ,16,25040,2041
HW 169,1,48116,1629,VM 2487 VM 4140 VM 8722 VM 9638 VM 9732 ,9,20265,1074
