HW Name,HW CPU, HW Mem, HW Netz, VMs, VMs CPU, VMs Mem, VMs Netz
HW 136,25,5492,829,VM 279 VM 360 ,3,6045,459
HW 137,31,26874,3900,,0,0,0
HW 138,46,5162,4812,VM 362 VM 698 ,4,2339,631
HW 139,46,19190,2065,VM 145 VM 944 ,2,5896,438
HW 140,34,35589,2660,VM 981 ,1,2922,52
HW 141,20,46418,3458,VM 280 ,3,346,439
HW 142,21,49859,594,VM 800 ,3,4435,133
HW 143,15,33413,4101,VM 2 VM 10 ,4,5653,678
HW 144,43,44634,3585,VM 235 VM 327 ,3,5572,691
HW 145,49,36058,4613,VM 509 VM 861 ,3,5723,263
HW 146,11,23432,2500,,0,0,0
HW 147,30,34766,1634,VM 358 ,3,2110,206
HW 148,32,48050,93,VM 164 VM 705 ,4,4032,289
HW 149,48,2481,2384,,0,0,0
HW 150,38,31607,2458,VM 15 ,1,877,317
HW 151,9,17483,4140,,0,0,0
HW 152,5,18194,1671,VM 52 VM 61 ,2,8184,578
HW 153,14,46376,1622,VM 346 VM 549 ,3,5911,369
HW 154,1,38617,2613,,0,0,0
HW 155,47,925,3457,VM 12 VM 36 ,5,3900,545
HW 156,16,7631,4941,VM 186 ,4,2522,366
HW 157,35,23868,2066,VM 153 ,1,2057,487
HW 158,43,35201,3583,VM 962 ,1,2557,436
HW 159,23,35996,2047,VM 315 ,1,2682,372
HW 160,39,45865,4822,VM 155 ,3,734,498
HW 161,22,46695,3992,VM 633 VM 720 ,3,3673,725
HW 162,22,15566,477,VM 208 ,2,2968,79
HW 163,35,37615,4161,,0,0,0
HW 164,8,32295,856,,0,0,0
HW 165,34,8356,4588,VM 757 VM 865 ,8,4814,601
HW 166,2,24623,289,,0,0,0
HW 167,35,10955,1469,,0,0,0
HW 168,48,23296,2374,VM 429 VM 837 ,6,2840,435
HW 169,1,48116,1629,VM 522 ,2,4475,93
HW 170,20,14183,4493,,0,0,0
HW 171,28,47418,3880,VM 667 ,1,4435,73
HW 172,13,3484,2127,VM 791 VM 929 ,3,4257,678
HW 173,41,19077,4123,VM 636 ,3,4388,144
HW 174,12,16406,3674,,0,0,0
HW 175,13,29265,4648,VM 388 ,1,3434,426
HW 176,40,40704,4493,VM 538 ,1,2196,415
HW 177,38,10601,4478,VM 180 VM 707 ,3,3753,239
HW 178,26,4553,2158,VM 659 VM 701 ,3,7878,144
HW 179,37,49414,1408,VM 531 VM 609 ,2,8034,955
HW 180,16,845,1255,VM 48 VM 159 VM 391 ,9,1712,916
HW 181,7,39049,3288,,0,0,0
HW 182,22,15033,4570,,0,0,0
HW 183,43,25285,1641,VM 123 VM 287 ,5,4974,476
HW 184,31,42439,364,VM 290 ,3,1124,434
HW 185,42,14225,1127,,0,0,0
HW 186,31,899,3304,,0,0,0
HW 187,3,12513,2031,VM 852 VM 915 ,5,6310,646
HW 188,31,21927,935,,0,0,0
HW 189,17,12031,1756,VM 572 ,1,2932,334
HW 190,9,25274,810,VM 110 ,3,3195,466
HW 191,30,6102,1462,VM 31 VM 764 ,3,760,264
HW 192,4,18699,1055,,0,0,0
HW 193,48,36575,2837,VM 432 VM 488 VM 832 ,8,13350,1155
HW 194,8,33690,3560,VM 658 ,4,100,233
HW 195,4,2902,1835,VM 733 ,1,4946,104
HW 196,5,34345,3788,VM 637 VM 758 ,4,5641,426
HW 197,37,37489,3753,,0,0,0
HW 198,37,17042,462,VM 4 ,1,4437,10
HW 199,35,40434,4573,VM 189 VM 427 ,3,2684,628
HW 200,41,33119,1008,VM 811 VM 833 ,4,3118,542
HW 201,28,10347,219,,0,0,0
HW 202,45,41757,2334,,0,0,0
HW 203,13,22752,3563,VM 253 VM 575 VM 583 ,6,7892,202
HW 204,28,20345,4430,,0,0,0
HW 205,49,49932,2304,VM 219 ,4,2613,68
HW 206,31,30841,937,VM 286 VM 495 ,6,3358,502
HW 207,24,44558,2428,VM 83 VM 149 ,6,5146,658
HW 208,40,2430,3403,VM 540 VM 660 ,3,7369,245
HW 209,25,47625,1073,VM 574 ,1,2737,435
HW 210,13,28741,831,,0,0,0
HW 211,1,29838,313,,0,0,0
HW 212,40,36241,4724,,0,0,0
HW 213,14,25408,4344,VM 321 VM 355 VM 855 ,4,7955,625
HW 214,35,24423,117,VM 191 ,1,604,416
HW 215,7,11159,972,,0,0,0
HW 216,47,6917,818,VM 283 ,2,2449,175
HW 217,4,29901,4131,VM 198 ,3,3344,142
HW 218,49,40704,1890,VM 846 ,3,2761,326
HW 219,49,40222,4649,,0,0,0
HW 220,3,21684,4297,,0,0,0
HW 221,37,20418,2082,,0,0,0
HW 222,46,23698,1902,VM 104 VM 708 VM 916 ,8,9461,1029
HW 223,16,39501,1311,VM 382 ,3,2100,436
HW 224,2,22868,3935,VM 160 VM 882 ,5,6823,528
HW 225,23,25337,4685,VM 248 ,1,1438,183
HW 226,4,34259,4663,VM 470 VM 970 ,4,6383,435
HW 227,23,28634,1927,,0,0,0
HW 228,2,6230,4670,VM 214 VM 450 VM 684 ,10,9740,842
HW 229,15,11034,2224,VM 908 ,3,1338,447
HW 230,27,3525,4839,,0,0,0
HW 231,37,37820,1964,,0,0,0
HW 232,43,30737,2243,,0,0,0
HW 233,31,7299,4372,,0,0,0
HW 234,8,17027,3416,VM 129 VM 176 VM 317 ,6,4448,795
HW 235,12,3724,2897,,0,0,0
HW 236,24,23153,1579,VM 603 VM 976 ,6,4053,496
HW 237,22,12484,931,VM 378 ,1,1797,471
HW 238,6,36439,3730,VM 121 ,1,4870,281
HW 239,15,31331,3388,VM 185 VM 694 ,5,6433,511
HW 240,45,15237,1944,VM 471 ,4,2535,241
HW 241,23,10688,3592,VM 250 VM 815 ,5,5320,667
HW 242,32,4788,976,,0,0,0
HW 243,18,47805,1890,VM 965 ,3,4267,473
HW 244,4,2979,1346,VM 728 VM 817 ,6,5565,364
HW 245,19,21983,3636,,0,0,0
HW 246,1,9917,369,VM 74 ,4,3177,237
HW 247,15,21754,1714,,0,0,0
HW 248,24,36050,2545,VM 972 ,4,2878,420
HW 249,40,25097,1309,VM 182 ,1,3980,360
HW 250,17,2128,3614,,0,0,0
HW 251,1,23259,3141,VM 146 VM 407 VM 600 ,6,8315,583
HW 252,5,31694,3363,VM 55 ,2,3605,140
HW 253,26,40089,82,VM 998 ,1,344,268
HW 254,5,25255,813,VM 950 ,3,2226,155
HW 255,40,6761,4870,,0,0,0
HW 256,43,10396,4841,VM 141 VM 622 ,3,5455,608
HW 257,9,36297,3243,VM 389 ,1,1231,251
HW 258,37,25950,366,VM 72 VM 428 ,3,5460,541
HW 259,48,10241,4076,,0,0,0
HW 260,2,21090,2063,VM 33 VM 165 VM 755 ,9,2507,684
HW 261,28,38340,1219,,0,0,0
HW 262,25,3662,2836,VM 744 ,1,2270,218
HW 263,11,30222,528,VM 751 ,3,1809,446
HW 264,28,11148,4249,VM 971 ,4,2985,64
HW 265,46,40103,675,VM 486 ,1,2866,372
HW 266,24,3668,1099,VM 25 ,1,3363,379
HW 267,36,2834,589,,0,0,0
HW 268,17,1205,2928,VM 650 ,1,3300,310
HW 269,15,3470,810,VM 403 ,1,1236,120
HW 270,1,37637,3479,,0,0,0
HW 271,41,46680,1562,,0,0,0
HW 272,17,46716,4720,VM 879 ,1,872,189
HW 273,39,15125,3394,VM 928 ,1,1634,80
HW 274,12,40414,3827,,0,0,0
HW 275,3,3302,660,,0,0,0
HW 276,29,7329,3414,VM 258 ,3,2906,59
HW 277,2,948,884,VM 646 ,1,542,378
HW 278,30,38226,2832,VM 975 ,1,3825,65
HW 279,29,45924,944,VM 349 VM 567 ,3,9526,264
HW 280,12,1405,4682,VM 387 ,4,346,129
HW 281,49,3427,1498,VM 805 VM 843 VM 926 ,9,10194,1055
HW 282,1,12114,3063,VM 69 VM 178 ,4,4047,547
HW 283,23,16592,3831,VM 769 ,1,1793,135
HW 284,10,46521,849,,0,0,0
HW 285,20,13144,1397,VM 143 VM 487 VM 721 VM 890 ,8,7727,1135
HW 286,29,41240,1465,,0,0,0
HW 287,21,46076,4266,VM 37 VM 612 ,2,5997,513
HW 288,37,27468,2742,,0,0,0
HW 289,42,10629,2069,VM 736 ,2,4382,60
HW 290,4,3747,2239,,0,0,0
HW 291,11,9728,377,,0,0,0
HW 292,15,41113,668,VM 8 ,2,2278,29
HW 293,32,19875,732,,0,0,0
HW 294,48,48022,149,VM 259 ,1,4762,256
HW 295,6,26087,4320,VM 675 ,3,3531,341
HW 296,47,42545,2092,,0,0,0
HW 297,44,49468,2960,,0,0,0
HW 298,38,24645,4461,,0,0,0
HW 299,32,13257,218,,0,0,0
HW 300,8,9154,4558,VM 85 ,1,867,208
HW 301,41,1607,4892,,0,0,0
HW 302,30,38854,1781,VM 497 ,3,124,59
HW 303,15,31033,3418,VM 367 ,1,2986,398
HW 304,19,48726,3860,VM 147 ,3,1595,117
HW 305,16,13343,2188,,0,0,0
HW 306,15,45147,2133,,0,0,0
HW 307,37,4374,2887,,0,0,0
HW 308,31,4252,4369,VM 331 VM 957 ,3,4489,811
HW 309,36,8094,4530,,0,0,0
HW 310,27,9578,1650,VM 57 VM 93 ,5,5175,678
HW 311,1,46122,394,VM 102 ,1,1979,358
HW 312,40,1921,845,,0,0,0
HW 313,20,28861,2681,VM 312 VM 516 VM 930 ,11,9431,512
HW 314,33,11462,2225,VM 877 ,4,3016,71
HW 315,28,23904,1100,VM 234 ,2,468,368
HW 316,16,49789,3863,VM 644 ,4,3636,348
HW 317,49,47725,169,,0,0,0
HW 318,23,44527,3466,VM 81 VM 148 VM 665 ,5,6943,637
HW 319,13,47798,459,VM 133 ,1,3085,379
HW 320,1,22770,4372,VM 569 ,2,4721,423
HW 321,41,48923,3378,,0,0,0
HW 322,48,8065,215,VM 289 VM 680 ,5,7377,534
HW 323,40,41761,1761,VM 251 VM 885 ,3,5657,887
HW 324,29,14949,1653,VM 776 VM 917 ,5,3139,984
HW 325,47,15343,2237,VM 278 ,1,3430,309
HW 326,48,1349,4786,,0,0,0
HW 327,10,2850,2351,VM 724 ,1,2641,128
HW 328,31,2794,3214,VM 824 ,2,100,91
HW 329,15,10356,3923,VM 221 ,1,1441,298
HW 330,2,49468,1981,VM 210 VM 313 ,6,8453,882
HW 331,26,48049,4427,VM 661 ,2,1870,18
HW 332,11,42541,4921,VM 835 ,3,2161,10
HW 333,23,38828,3796,VM 238 VM 715 ,5,3337,565
HW 334,32,45809,1746,,0,0,0
HW 335,45,48919,3459,VM 511 VM 681 ,6,5614,471
HW 336,19,21996,4810,,0,0,0
HW 337,1,42626,1455,VM 641 ,1,2076,498
HW 338,7,45700,4167,VM 108 VM 128 ,4,4904,361
HW 339,4,9452,3577,VM 502 ,3,4317,477
HW 340,46,1062,4753,,0,0,0
HW 341,13,37193,75,,0,0,0
HW 342,24,37155,4262,,0,0,0
HW 343,44,2301,4862,VM 157 VM 453 ,5,2960,450
HW 344,19,6631,238,VM 559 ,2,1003,459
HW 345,16,26650,4231,VM 546 ,1,4707,421
HW 346,41,48333,4804,VM 372 VM 623 ,3,7954,479
HW 347,23,43055,2213,,0,0,0
HW 348,30,45968,172,VM 397 ,1,4471,102
HW 349,41,45494,189,,0,0,0
HW 350,28,27136,4078,VM 41 VM 366 VM 524 ,6,9956,892
HW 351,2,1451,4460,VM 292 ,4,2987,202
HW 352,11,18345,654,VM 752 ,1,1943,122
HW 353,20,15236,3089,,0,0,0
HW 354,33,46387,2215,,0,0,0
HW 355,40,22247,626,VM 716 ,1,498,180
HW 356,4,37617,4232,VM 923 ,1,2821,192
HW 357,44,24301,2656,VM 201 ,1,3628,451
HW 358,46,48253,4344,VM 938 ,3,4216,465
HW 359,17,7079,2625,,0,0,0
HW 360,5,28404,4171,VM 918 ,1,2861,215
HW 361,12,39162,2989,VM 493 VM 773 ,2,5425,405
HW 362,6,43949,1477,,0,0,0
HW 363,32,41863,367,,0,0,0
HW 364,1,25838,1729,VM 473 VM 871 ,6,5298,320
HW 365,48,34027,2584,,0,0,0
HW 366,3,29340,594,VM 272 VM 826 ,5,6547,392
HW 367,29,42238,1075,VM 399 ,1,3325,307
HW 368,13,43223,3384,VM 260 ,3,3552,221
HW 369,10,35439,3132,,0,0,0
HW 370,49,13856,3968,VM 195 VM 416 ,2,7099,505
HW 371,15,32194,4740,VM 256 ,1,698,496
HW 372,31,23587,4407,VM 162 VM 759 ,3,7064,784
HW 373,27,16865,4660,VM 7 VM 213 VM 893 ,9,9369,1039
HW 374,16,39043,4308,VM 137 ,1,4500,191
HW 375,3,18306,1882,,0,0,0
HW 376,20,9893,11,VM 718 ,4,2686,234
HW 377,32,46753,405,,0,0,0
HW 378,42,34255,1780,VM 639 ,3,1568,329
HW 379,24,24040,3382,VM 379 ,4,4803,490
HW 380,16,4662,718,VM 170 VM 814 ,5,5318,373
HW 381,35,41633,2295,,0,0,0
HW 382,19,20302,1435,,0,0,0
HW 383,1,5257,4813,,0,0,0
HW 384,38,42942,4364,VM 252 VM 503 VM 878 VM 939 ,6,10191,405
HW 385,24,3640,2136,VM 263 VM 329 VM 770 VM 789 VM 996 ,9,15788,1605
HW 386,42,27391,23,,0,0,0
HW 387,35,29425,4721,,0,0,0
HW 388,21,22921,3490,,0,0,0
HW 389,30,29272,4560,VM 326 ,1,1078,419
HW 390,25,41406,4542,VM 27 VM 438 VM 947 ,10,7958,941
HW 391,7,17122,2432,,0,0,0
HW 392,16,26008,3611,VM 13 VM 295 VM 459 VM 894 ,7,14036,598
HW 393,7,13391,427,,0,0,0
HW 394,30,32458,1293,VM 30 ,1,4235,267
HW 395,26,15150,1392,VM 927 VM 959 ,3,5152,334
HW 396,6,12978,91,VM 24 VM 144 VM 177 ,11,6827,970
HW 397,41,39294,3781,VM 780 ,1,2676,30
HW 398,46,1723,3489,,0,0,0
HW 399,17,46037,3646,,0,0,0
HW 400,2,4667,4054,VM 719 ,2,4587,60
HW 401,24,42228,1537,VM 784 ,2,3004,454
HW 402,48,6848,2843,VM 491 VM 620 ,5,3086,636
HW 403,19,8812,4896,VM 46 VM 228 ,2,2547,591
HW 404,20,44834,930,VM 408 ,3,1373,430
HW 405,27,9941,2904,,0,0,0
HW 406,14,42673,783,VM 363 ,3,582,442
HW 407,45,40773,2630,,0,0,0
HW 408,1,49107,3871,,0,0,0
HW 409,2,39765,79,,0,0,0
HW 410,41,12627,3221,,0,0,0
HW 411,34,39446,2088,VM 727 ,1,4912,411
HW 412,4,17397,3378,,0,0,0
HW 413,13,7330,3016,VM 544 ,1,2287,241
HW 414,9,27044,4010,,0,0,0
HW 415,27,38153,1317,VM 677 ,1,4000,203
HW 416,24,27864,4057,VM 561 ,3,3331,491
HW 417,14,17282,4019,,0,0,0
HW 418,31,7583,1407,VM 109 ,3,4871,304
HW 419,23,27442,2276,VM 17 ,1,1790,10
HW 420,46,38360,4463,,0,0,0
HW 421,12,1361,2637,VM 476 ,2,2201,308
HW 422,38,12231,4003,,0,0,0
HW 423,46,18252,4877,VM 65 VM 173 ,2,6610,278
HW 424,23,46332,1512,VM 194 ,4,2216,337
HW 425,17,3836,2722,VM 448 VM 638 VM 956 ,9,5926,1035
HW 426,48,22677,2736,VM 97 ,1,1833,379
HW 427,24,876,10,,0,0,0
HW 428,41,400,1908,VM 662 ,1,1425,393
HW 429,49,48661,1648,VM 655 VM 943 ,2,5680,290
HW 430,36,5486,3642,VM 508 VM 554 ,2,6295,217
HW 431,34,16778,885,VM 738 VM 797 ,6,1976,552
HW 432,33,16260,4499,,0,0,0
HW 433,26,16727,1550,,0,0,0
HW 434,15,20238,2118,,0,0,0
HW 435,4,27912,4831,,0,0,0
HW 436,40,26150,4375,,0,0,0
HW 437,30,25328,3988,VM 543 ,4,4712,10
HW 438,7,1761,3443,,0,0,0
HW 439,9,40525,4092,VM 588 VM 810 ,6,4541,895
HW 440,8,34943,1936,,0,0,0
HW 441,28,45346,2746,VM 839 ,2,4864,497
HW 442,1,39729,1343,,0,0,0
HW 443,33,17416,653,VM 772 ,3,1220,181
HW 444,15,16906,2983,VM 651 ,1,1470,447
HW 445,37,14767,4475,VM 746 VM 910 ,3,6678,563
HW 446,13,17233,1334,VM 978 ,3,3756,338
HW 447,22,44317,10,VM 218 ,1,3855,78
HW 448,38,15316,4236,,0,0,0
HW 449,25,9932,3604,,0,0,0
HW 450,1,428,3497,,0,0,0
HW 451,41,2443,3383,VM 126 ,1,2185,151
HW 452,2,2542,2462,,0,0,0
HW 453,8,18371,1395,VM 385 ,4,3359,101
HW 454,31,44102,281,VM 273 VM 756 VM 964 ,10,8805,1081
HW 455,36,40316,1678,,0,0,0
HW 456,49,20671,4661,VM 95 VM 275 VM 423 VM 571 ,9,10945,1216
HW 457,30,19256,4183,VM 392 VM 566 ,3,5590,212
HW 458,4,42858,3761,VM 907 VM 989 ,6,8460,551
HW 459,34,33723,2046,VM 77 ,1,1670,352
HW 460,20,2580,1508,,0,0,0
HW 461,36,19337,2706,VM 212 ,1,4098,323
HW 462,37,14735,3647,VM 804 VM 904 ,5,5695,461
HW 463,11,23108,446,VM 969 ,3,3830,146
HW 464,11,20198,1401,VM 199 ,1,2659,182
HW 465,19,13756,3042,,0,0,0
HW 466,46,3300,2131,VM 190 VM 325 ,5,6303,601
HW 467,30,22822,4603,VM 887 ,1,2291,57
HW 468,48,20880,3205,VM 802 ,1,335,492
HW 469,43,42378,4990,,0,0,0
HW 470,43,25757,4458,VM 510 ,3,4477,495
HW 471,18,6469,2474,VM 20 VM 527 VM 656 ,7,8597,975
HW 472,34,44067,1847,VM 822 VM 924 ,3,4410,347
HW 473,21,43147,751,VM 475 ,1,1561,297
HW 474,14,28223,4825,,0,0,0
HW 475,31,37103,1054,VM 737 VM 765 VM 827 ,7,7631,908
HW 476,46,8917,2581,VM 361 ,1,1804,499
HW 477,1,14616,533,,0,0,0
HW 478,29,35160,962,VM 254 VM 838 ,3,1133,541
HW 479,43,30189,4361,VM 706 ,3,2163,170
HW 480,35,29261,1774,VM 39 ,1,1589,171
HW 481,35,40036,2184,,0,0,0
HW 482,25,47979,2405,,0,0,0
HW 483,1,11152,2631,,0,0,0
HW 484,14,45094,4650,,0,0,0
HW 485,37,45416,4128,,0,0,0
HW 486,25,8030,2140,VM 243 ,1,540,491
HW 487,41,7879,2197,VM 582 VM 794 ,6,2321,684
HW 488,45,9867,3393,VM 205 VM 788 VM 845 VM 895 ,7,12158,1205
HW 489,1,13552,4816,VM 761 ,4,631,129
HW 490,42,41578,3908,VM 285 ,4,2425,442
HW 491,7,1804,2148,VM 645 ,1,4390,211
HW 492,6,40069,2536,VM 911 ,2,2372,350
HW 493,45,5450,2503,VM 562 VM 577 VM 777 ,3,9133,895
HW 494,43,48965,3075,VM 63 ,2,291,441
HW 495,36,49138,4772,VM 445 ,1,827,380
HW 496,12,18042,2491,,0,0,0
HW 497,49,49526,1549,VM 563 VM 818 ,2,4016,290
HW 498,4,36899,2488,VM 245 ,3,2969,10
HW 499,8,26432,1802,,0,0,0
HW 500,23,40536,1494,VM 216 VM 903 ,3,4577,599
HW 501,1,47748,471,VM 703 ,4,710,230
HW 502,14,21786,1322,VM 271 VM 422 VM 652 ,9,11924,443
HW 503,5,1991,2867,VM 54 ,1,837,467
HW 504,36,24362,1126,VM 105 ,2,2290,138
HW 505,49,16241,2788,VM 886 ,1,3402,46
HW 506,5,3164,4365,VM 889 ,3,2206,236
HW 507,30,36630,995,VM 993 ,4,1591,320
HW 508,17,16441,950,VM 648 VM 692 VM 933 ,6,11286,456
HW 509,1,26023,4186,,0,0,0
HW 510,34,19606,1692,VM 336 VM 856 ,4,7120,581
HW 511,25,23988,2810,VM 550 ,1,4845,43
HW 512,33,8760,3583,VM 803 ,2,4243,267
HW 513,39,37273,3775,VM 514 VM 613 ,5,2711,578
HW 514,46,5010,4103,VM 197 VM 246 ,6,3556,513
HW 515,29,41956,2987,VM 505 ,3,2907,131
HW 516,5,29077,2875,,0,0,0
HW 517,2,28039,3122,,0,0,0
HW 518,9,10862,3089,VM 377 ,3,2347,301
HW 519,11,2872,3730,,0,0,0
HW 520,22,15777,4568,VM 188 ,3,4195,468
HW 521,15,5448,4436,VM 991 ,1,4369,454
HW 522,9,49993,490,VM 89 VM 598 ,6,8009,169
HW 523,15,10870,420,VM 192 ,4,259,215
HW 524,15,40034,1096,,0,0,0
HW 525,18,4290,3646,VM 92 ,4,2890,418
HW 526,26,49383,2318,VM 872 ,4,3102,121
HW 527,15,10204,4193,,0,0,0
HW 528,14,10321,4845,VM 556 ,1,2856,55
HW 529,35,24444,209,VM 332 ,1,854,402
HW 530,26,23874,3556,,0,0,0
HW 531,3,38525,1052,VM 664 ,1,1764,208
HW 532,24,33455,2378,,0,0,0
HW 533,19,34769,3308,VM 67 VM 169 ,5,4776,350
HW 534,9,49090,1005,VM 233 VM 795 VM 853 ,9,5969,844
