HW Name,HW CPU, HW Mem, HW Netz, VMs, VMs CPU, VMs Mem, VMs Netz
HW 108,17,45141,2285,VM 8 ,2,2278,29
HW 109,5,12896,2549,VM 9 ,1,1455,284
HW 110,24,33116,374,VM 10 ,1,3590,180
HW 111,44,25813,4090,VM 11 ,3,2702,179
HW 112,43,33564,4109,VM 12 ,1,1714,57
HW 113,5,11801,2481,VM 13 ,1,4551,79
HW 114,29,31753,3112,VM 14 ,4,3591,329
HW 115,27,41177,1802,VM 15 ,1,877,317
HW 116,11,27413,3140,VM 16 ,4,1574,149
HW 117,12,41143,266,VM 17 ,1,1790,10
HW 118,7,37451,1591,VM 18 ,3,4528,10
HW 119,41,29785,2645,VM 19 ,4,1543,427
HW 120,28,8856,1146,VM 20 ,3,1973,458
HW 121,3,17627,2120,VM 21 ,4,4475,248
HW 122,47,26675,4977,VM 22 ,4,1207,367
HW 123,35,33751,2119,VM 23 ,4,2455,232
HW 124,5,10630,1252,VM 24 ,4,986,165
HW 125,20,22827,3106,VM 25 ,1,3363,379
HW 126,37,15850,4955,VM 26 ,2,4007,131
HW 127,36,25410,2850,VM 27 ,2,2360,255
HW 128,40,7193,3493,VM 28 ,1,2565,126
HW 129,43,13553,2766,VM 29 ,3,3062,400
HW 130,16,43555,3938,VM 30 ,1,4235,267
HW 131,7,42163,2670,VM 31 ,1,243,10
HW 132,48,43218,3521,VM 32 ,4,4174,140
HW 133,26,9174,1705,VM 33 ,4,1196,313
HW 134,39,45442,882,VM 34 ,4,752,140
HW 135,3,2775,480,VM 35 ,4,2785,449
HW 136,5,27942,209,VM 36 ,4,2186,488
HW 137,7,15739,2249,VM 37 ,1,2134,157
HW 138,46,37234,3523,VM 38 ,2,2776,231
HW 139,45,7112,1496,VM 39 ,1,1589,171
HW 140,37,15905,1850,VM 40 ,1,2414,377
HW 141,30,2483,3863,VM 41 ,2,4558,288
HW 142,38,31141,3478,VM 42 ,1,2443,122
HW 143,4,1210,280,VM 43 ,1,1175,123
HW 144,4,35106,3148,VM 44 ,1,2356,357
HW 145,26,12939,1256,VM 45 ,1,2692,432
HW 146,15,44512,4342,VM 46 ,1,1673,217
HW 147,47,5460,4061,VM 47 ,3,1708,464
HW 148,9,12505,1335,VM 48 ,4,802,476
HW 149,9,20473,362,VM 49 ,1,2714,253
HW 150,42,16386,2704,VM 50 ,3,1270,46
HW 151,30,5500,334,VM 51 ,1,2009,476
HW 152,48,34171,4454,VM 52 ,1,4314,129
HW 153,10,26574,4322,VM 53 ,1,3601,400
HW 154,13,27963,2881,VM 54 ,1,837,467
HW 155,29,43118,1542,VM 55 ,2,3605,140
HW 156,1,13153,3153,VM 56 ,2,3850,439
HW 157,26,49700,3509,VM 57 ,1,525,215
HW 158,28,26761,3162,VM 58 ,1,1156,178
HW 159,3,18207,786,VM 59 ,2,320,360
HW 160,30,22390,4223,VM 60 ,3,3359,413
HW 161,6,12895,324,VM 61 ,1,3870,449
HW 162,14,31415,4405,VM 62 ,1,1031,150
HW 163,33,22375,1033,VM 63 ,2,291,441
HW 164,31,32621,4642,VM 64 ,4,622,265
HW 165,40,9694,1020,VM 65 ,1,2950,10
HW 166,26,44726,1023,VM 66 ,1,3323,377
HW 167,24,20407,1112,VM 67 ,4,3259,255
HW 168,24,26400,3921,VM 68 ,3,3866,350
HW 169,7,10153,3241,VM 69 ,3,694,398
HW 170,8,26621,4619,VM 70 ,1,4968,301
HW 171,16,27253,4997,VM 71 ,2,528,141
HW 172,3,38814,281,VM 72 ,2,779,88
HW 173,18,12017,4157,VM 73 ,2,3729,272
HW 174,7,26216,1913,VM 74 ,4,3177,237
HW 175,31,45658,1393,VM 75 ,4,3145,389
HW 176,46,3518,2427,VM 76 ,1,4531,488
HW 177,14,46208,190,VM 77 ,1,1670,352
HW 178,15,43095,1032,VM 78 ,3,4771,317
HW 179,36,32908,3531,VM 79 ,1,589,203
HW 180,33,9090,3570,VM 80 ,4,4192,43
HW 181,38,10908,230,VM 81 ,3,4803,464
HW 182,46,32339,3782,VM 82 ,2,2687,168
HW 183,34,4486,4284,VM 83 ,2,2608,357
HW 184,16,45594,2808,VM 84 ,4,4568,225
HW 185,13,34508,10,VM 85 ,1,867,208
HW 186,5,35611,1156,VM 86 ,4,3143,423
HW 187,12,7658,4285,VM 87 ,1,751,230
HW 188,21,44488,1032,VM 88 ,1,2990,180
HW 189,20,4703,871,VM 89 ,2,4258,29
HW 190,30,11923,50,VM 90 ,1,3726,125
HW 191,12,9214,643,VM 91 ,2,3688,225
HW 192,14,36786,4169,VM 92 ,4,2890,418
HW 193,46,48868,1838,VM 93 ,4,4650,463
HW 194,9,6351,992,VM 94 ,1,1794,131
HW 195,48,38682,1087,VM 95 ,3,1517,499
HW 196,31,24513,818,VM 96 ,4,1190,346
HW 197,1,9710,3705,VM 97 ,1,1833,379
HW 198,20,33143,4593,VM 98 ,1,4053,344
HW 199,9,11419,2989,VM 99 ,1,3978,224
HW 200,40,29122,4189,VM 100 ,4,3538,438
HW 201,45,29980,4646,VM 101 ,4,4449,81
HW 202,21,11207,3452,VM 102 ,1,1979,358
HW 203,23,24945,3615,VM 103 ,3,782,498
HW 204,40,47569,4644,VM 104 ,3,3292,111
HW 205,3,40704,1302,VM 105 ,2,2290,138
HW 206,12,24990,1333,VM 106 ,1,3916,28
HW 207,8,26842,2281,VM 107 ,1,4188,266
HW 208,5,12219,4212,VM 108 ,2,1853,11
HW 209,45,39078,4401,VM 109 ,3,4871,304
HW 210,8,42215,2638,VM 110 ,3,3195,466
HW 211,1,43405,1686,VM 111 ,3,4434,10
HW 212,35,14682,3045,VM 112 ,1,4483,420
HW 213,34,44747,2563,VM 113 ,2,3193,395
HW 214,21,1798,2496,VM 114 ,4,2432,99
HW 215,19,35029,4673,VM 115 ,1,2718,138
HW 216,26,16026,4972,VM 116 ,3,2175,374
HW 217,29,36697,2464,VM 117 ,1,1831,424
HW 218,39,40624,1148,VM 118 ,2,2382,145
HW 219,1,7060,3982,VM 119 ,4,4119,416
HW 220,46,26603,174,VM 120 ,1,1320,267
HW 221,21,47492,2907,VM 121 ,1,4870,281
HW 222,13,6596,822,VM 122 ,2,4242,211
HW 223,49,3541,1225,VM 123 ,4,4103,368
HW 224,31,47956,2330,VM 124 ,2,4057,340
HW 225,22,26941,4523,VM 125 ,4,1621,157
HW 226,44,7583,3826,VM 126 ,1,2185,151
HW 227,19,45877,2291,VM 127 ,1,2144,17
HW 228,29,26935,629,VM 128 ,2,3051,350
HW 229,10,33655,911,VM 129 ,1,1629,331
HW 230,42,21512,2276,VM 130 ,1,3099,387
HW 231,22,49007,4761,VM 131 ,3,4439,348
HW 232,33,28273,3619,VM 132 ,1,278,49
HW 233,39,20208,891,VM 133 ,1,3085,379
HW 234,28,41946,2630,VM 134 ,3,3114,72
HW 235,24,4180,3587,VM 135 ,4,4758,281
HW 236,44,36377,2024,VM 136 ,2,4942,248
HW 237,18,45843,279,VM 137 ,1,4500,191
HW 238,24,5972,2044,VM 138 ,3,358,226
HW 239,29,9843,4315,VM 139 ,4,3132,470
HW 240,38,111,1457,VM 140 ,4,1150,248
HW 241,9,29792,189,VM 141 ,2,1316,117
HW 242,16,47186,3521,VM 142 ,1,670,386
HW 243,27,10528,3525,VM 143 ,2,1281,68
HW 244,30,35726,3316,VM 144 ,4,1253,319
HW 245,11,48409,2283,VM 145 ,1,2047,389
HW 246,49,35949,2862,VM 146 ,1,2572,289
HW 247,3,17937,3873,VM 147 ,3,1595,117
HW 248,28,2977,3120,VM 148 ,1,886,128
HW 249,12,30283,4641,VM 149 ,4,2538,301
HW 250,6,11901,2555,VM 150 ,1,4761,221
HW 251,36,38653,1167,VM 151 ,1,2824,14
HW 252,40,17730,78,VM 152 ,2,1760,120
HW 253,42,15517,63,VM 153 ,1,2057,487
HW 254,29,29984,977,VM 154 ,1,3628,369
HW 255,26,19102,3358,VM 155 ,3,734,498
HW 256,11,11115,4856,VM 156 ,1,3050,314
HW 257,27,18215,1534,VM 157 ,1,1105,421
HW 258,4,30920,4595,VM 158 ,2,4989,348
HW 259,25,40505,1023,VM 159 ,1,565,345
HW 260,27,40429,4238,VM 160 ,1,1938,286
HW 261,19,15094,2420,VM 161 ,3,3139,61
HW 262,1,10239,1273,VM 162 ,2,3129,493
HW 263,1,4605,1060,VM 163 ,1,327,435
HW 264,2,602,1717,VM 164 ,3,3334,279
HW 265,1,27875,1565,VM 165 ,4,773,359
HW 266,7,46489,4300,VM 166 ,4,1618,61
HW 267,34,44969,4728,VM 167 ,3,4830,64
HW 268,45,27092,1980,VM 168 ,2,3216,439
HW 269,2,22858,982,VM 169 ,1,1517,95
HW 270,25,9318,4356,VM 170 ,1,3979,125
HW 271,40,28577,2950,VM 171 ,2,4667,324
HW 272,48,21528,4784,VM 172 ,1,4185,35
HW 273,16,17708,1120,VM 173 ,1,3660,268
HW 274,33,1528,322,VM 174 ,2,3317,220
HW 275,12,28291,929,VM 175 ,4,2441,36
HW 276,49,20364,4816,VM 176 ,1,916,298
HW 277,25,13083,904,VM 177 ,3,4588,486
HW 278,6,46090,4649,VM 178 ,1,3353,149
HW 279,11,48601,592,VM 179 ,1,100,149
HW 280,45,14142,3884,VM 180 ,2,2043,117
HW 281,36,5250,1725,VM 181 ,2,1583,31
HW 282,32,9464,4866,VM 182 ,1,3980,360
HW 283,12,24783,3198,VM 183 ,2,1075,162
HW 284,39,10752,37,VM 184 ,1,3788,305
HW 285,25,35306,1449,VM 185 ,4,4000,479
HW 286,12,6271,4785,VM 186 ,4,2522,366
HW 287,49,39298,586,VM 187 ,4,1010,10
HW 288,30,20328,157,VM 188 ,3,4195,468
HW 289,33,41018,1187,VM 189 ,2,657,418
HW 290,9,7623,2052,VM 190 ,4,2221,408
HW 291,6,8863,2065,VM 191 ,1,604,416
HW 292,23,22052,3039,VM 192 ,4,259,215
HW 293,36,48631,4134,VM 193 ,2,2330,10
HW 294,44,25998,2835,VM 194 ,4,2216,337
HW 295,38,41201,4764,VM 195 ,1,3316,255
HW 296,13,4270,4065,VM 196 ,2,3521,485
HW 297,47,24279,2193,VM 197 ,4,1360,228
HW 298,12,23665,4714,VM 198 ,3,3344,142
HW 299,43,41963,3478,VM 199 ,1,2659,182
HW 300,18,48849,249,VM 200 ,3,2788,185
HW 301,11,47825,2283,VM 201 ,1,3628,451
HW 302,44,39133,177,VM 202 ,2,1475,35
HW 303,39,19728,1555,VM 203 ,3,3210,61
HW 304,25,8685,728,VM 204 ,4,618,88
HW 305,22,26142,372,VM 205 ,2,2451,284
HW 306,47,47077,591,VM 206 ,1,4883,189
HW 307,35,40394,2261,VM 207 ,4,886,421
HW 308,47,3696,2624,VM 208 ,2,2968,79
HW 309,11,27885,2155,VM 209 ,2,4385,150
HW 310,35,11559,4038,VM 210 ,4,4204,412
HW 311,48,21555,255,VM 211 ,4,3385,112
HW 312,3,35478,656,VM 212 ,1,4098,323
HW 313,29,47890,78,VM 213 ,4,3428,307
HW 314,48,10195,49,VM 214 ,4,3022,457
HW 315,32,32687,417,VM 215 ,1,634,353
HW 316,44,44094,970,VM 216 ,1,1256,268
HW 317,38,46243,2021,VM 217 ,2,2708,299
HW 318,49,48179,10,VM 218 ,1,3855,78
HW 319,49,28205,1120,VM 219 ,4,2613,68
HW 320,30,2202,263,VM 220 ,1,1039,106
HW 321,43,4989,2414,VM 221 ,1,1441,298
HW 322,27,45754,3765,VM 222 ,3,3478,36
HW 323,34,37492,1330,VM 223 ,3,3042,439
HW 324,8,11889,549,VM 224 ,1,1471,385
HW 325,35,4307,1827,VM 225 ,1,4755,367
HW 326,11,20891,1048,VM 226 ,3,2965,458
HW 327,39,19142,505,VM 227 ,1,2112,315
HW 328,14,38175,2750,VM 228 ,1,874,374
HW 329,20,39696,1263,VM 229 ,2,4815,212
HW 330,22,463,42,VM 230 ,2,1666,210
HW 331,45,5576,2189,VM 231 ,3,4781,79
HW 332,22,30209,3701,VM 232 ,4,1449,88
HW 333,4,32504,2331,VM 233 ,4,3716,495
HW 334,7,28261,861,VM 234 ,2,468,368
HW 335,41,19184,1483,VM 235 ,2,3016,254
HW 336,48,46635,1221,VM 236 ,3,2218,10
HW 337,20,27708,4316,VM 237 ,1,1627,276
HW 338,39,46592,2669,VM 238 ,4,3218,381
HW 339,15,31974,3225,VM 239 ,2,897,88
HW 340,22,15546,478,VM 240 ,3,2482,10
HW 341,27,25509,3851,VM 241 ,2,2886,134
HW 342,39,10145,529,VM 242 ,1,1005,122
HW 343,18,17537,1643,VM 243 ,1,540,491
HW 344,25,21781,2133,VM 244 ,1,3395,482
HW 345,29,6771,2383,VM 245 ,3,2969,10
HW 346,25,46064,1493,VM 246 ,2,2196,285
HW 347,17,6863,3575,VM 247 ,1,4518,103
HW 348,42,25109,3504,VM 248 ,1,1438,183
HW 349,36,36842,1014,VM 249 ,4,617,213
HW 350,6,3000,3856,VM 250 ,1,1673,377
HW 351,32,8258,1034,VM 251 ,2,1711,416
HW 352,5,22093,3440,VM 252 ,3,3688,16
HW 353,10,17678,1487,VM 253 ,1,1858,45
HW 354,2,34044,4124,VM 254 ,2,548,53
HW 355,38,36185,4839,VM 255 ,3,3383,220
HW 356,11,22067,4549,VM 256 ,1,698,496
HW 357,34,4508,1135,VM 257 ,3,1203,318
HW 358,3,34126,2869,VM 258 ,3,2906,59
HW 359,25,14447,4433,VM 259 ,1,4762,256
HW 360,3,13779,3033,VM 260 ,3,3552,221
HW 361,19,10601,3505,VM 261 ,3,4914,49
HW 362,11,1519,3439,VM 262 ,1,3650,243
HW 363,33,25607,4672,VM 263 ,3,4435,288
HW 364,41,3792,1551,VM 264 ,2,2288,17
HW 365,27,41863,116,VM 265 ,2,1982,432
HW 366,45,15582,1304,VM 266 ,1,1445,339
HW 367,5,20974,3392,VM 267 ,2,4540,367
HW 368,1,10714,4328,VM 268 ,2,3327,366
HW 369,33,32163,2360,VM 269 ,3,271,90
HW 370,35,18861,1808,VM 270 ,1,3008,156
HW 371,13,33850,3971,VM 271 ,4,3954,397
HW 372,4,724,1053,VM 272 ,1,3851,98
HW 373,9,40386,1011,VM 273 ,3,3202,460
HW 374,28,11014,105,VM 274 ,1,4593,249
HW 375,28,3050,4775,VM 275 ,2,4545,90
HW 376,32,49759,2122,VM 276 ,3,1196,115
HW 377,46,21200,4047,VM 277 ,2,1348,17
HW 378,21,4863,4199,VM 278 ,1,3430,309
HW 379,35,13943,2492,VM 279 ,2,1959,237
HW 380,28,15971,2302,VM 280 ,3,346,439
HW 381,34,43536,1624,VM 281 ,1,3437,351
HW 382,21,11150,247,VM 282 ,4,1208,156
HW 383,32,438,3718,VM 283 ,2,2449,175
HW 384,45,2808,3052,VM 284 ,3,2401,405
HW 385,18,3633,4974,VM 285 ,4,2425,442
HW 386,37,8240,3591,VM 286 ,3,3258,118
HW 387,44,23473,3955,VM 287 ,1,871,108
HW 388,24,38271,482,VM 288 ,4,1602,82
HW 389,30,13371,3801,VM 289 ,1,4615,265
HW 390,18,16183,4407,VM 290 ,3,1124,434
HW 391,10,49617,223,VM 291 ,3,2195,377
HW 392,19,39431,1277,VM 292 ,4,2987,202
HW 393,48,39380,4412,VM 293 ,4,3181,119
HW 394,23,31090,3362,VM 294 ,3,2471,429
HW 395,7,47367,2986,VM 295 ,1,4647,29
HW 396,39,23419,2808,VM 296 ,1,2125,406
HW 397,20,24113,3274,VM 297 ,1,1919,383
HW 398,17,35807,288,VM 298 ,1,964,303
HW 399,23,48703,4826,VM 299 ,1,2049,442
HW 400,42,16495,1237,VM 300 ,4,2579,16
HW 401,27,36744,3037,VM 301 ,1,617,95
HW 402,27,36309,2556,VM 302 ,1,4752,183
HW 403,8,39270,2444,VM 303 ,2,882,454
HW 404,1,1789,2469,VM 304 ,1,786,284
HW 405,43,29333,227,VM 305 ,3,140,31
HW 406,36,30128,4636,VM 306 ,3,525,423
HW 407,32,42422,49,VM 307 ,1,4185,363
HW 408,17,33613,587,VM 308 ,3,1954,173
HW 409,42,12196,847,VM 309 ,1,3019,149
HW 410,36,43440,1219,VM 310 ,1,812,126
HW 411,33,100,975,VM 311 ,3,4608,301
HW 412,42,32057,1647,VM 312 ,3,4282,241
HW 413,42,11946,1942,VM 313 ,2,4249,470
HW 414,11,27210,3238,VM 314 ,2,204,470
HW 415,36,26956,572,VM 315 ,1,2682,372
HW 416,44,5801,2669,VM 316 ,1,2424,454
HW 417,26,35992,3955,VM 317 ,4,1903,166
HW 418,46,29971,4207,VM 318 ,2,1584,76
HW 419,28,24635,1860,VM 319 ,1,3761,64
HW 420,21,33752,1093,VM 320 ,3,4503,25
HW 421,4,38685,174,VM 321 ,1,3238,286
HW 422,45,15484,3459,VM 322 ,2,1150,16
HW 423,34,36947,1338,VM 323 ,3,3030,279
HW 424,37,17201,4122,VM 324 ,4,285,364
HW 425,23,16549,1022,VM 325 ,1,4082,193
HW 426,10,17546,3133,VM 326 ,1,1078,419
HW 427,38,10298,483,VM 327 ,1,2556,437
HW 428,32,43750,4986,VM 328 ,2,1197,163
HW 429,37,3234,2145,VM 329 ,1,2530,466
HW 430,48,21773,2084,VM 330 ,1,1099,206
HW 431,19,39485,4030,VM 331 ,2,2487,392
HW 432,5,32242,4494,VM 332 ,1,854,402
HW 433,41,39015,1341,VM 333 ,3,2298,82
HW 434,4,35104,2381,VM 334 ,3,4989,102
HW 435,30,33162,3995,VM 335 ,1,245,495
HW 436,4,4318,1070,VM 336 ,3,2559,188
HW 437,44,4711,290,VM 337 ,1,1492,361
HW 438,45,48161,2541,VM 338 ,1,100,299
HW 439,8,22367,3621,VM 339 ,3,1922,379
HW 440,18,3109,949,VM 340 ,1,2841,320
HW 441,19,35953,2836,VM 341 ,2,4068,221
HW 442,40,13429,1349,VM 342 ,1,2379,37
HW 443,42,10766,2991,VM 343 ,2,3989,106
HW 444,22,2843,2273,VM 344 ,3,2648,341
HW 445,11,20669,2134,VM 345 ,1,3849,349
HW 446,32,3470,1769,VM 346 ,2,1488,304
HW 447,10,26441,2954,VM 347 ,2,969,46
HW 448,19,24879,2434,VM 348 ,2,100,10
HW 449,20,30578,4487,VM 349 ,2,4674,10
HW 450,13,28101,1338,VM 350 ,1,4003,430
HW 451,36,32186,1284,VM 351 ,1,835,354
HW 452,9,45849,2323,VM 352 ,3,750,189
HW 453,30,46297,2951,VM 353 ,2,100,172
HW 454,20,27564,3294,VM 354 ,1,100,54
HW 455,15,34334,4540,VM 355 ,2,4617,144
HW 456,33,2195,3909,VM 356 ,3,3881,213
HW 457,46,5470,3941,VM 357 ,1,1460,305
HW 458,40,20345,1754,VM 358 ,3,2110,206
HW 459,6,49098,1094,VM 359 ,1,100,412
HW 460,19,12420,4058,VM 360 ,1,4086,222
HW 461,17,34007,82,VM 361 ,1,1804,499
HW 462,24,19238,4294,VM 362 ,3,138,174
HW 463,15,40383,26,VM 363 ,3,582,442
HW 464,41,3854,2493,VM 364 ,3,504,82
HW 465,16,12204,2320,VM 365 ,1,2851,298
HW 466,43,37769,1551,VM 366 ,1,2786,303
HW 467,6,33881,2229,VM 367 ,1,2986,398
HW 468,21,44661,432,VM 368 ,2,1499,102
HW 469,3,30080,4054,VM 369 ,4,563,437
HW 470,25,40926,699,VM 370 ,1,2556,44
HW 471,28,39044,4047,VM 371 ,1,3073,406
HW 472,15,44155,3638,VM 372 ,2,4526,332
HW 473,23,49806,4494,VM 373 ,3,1771,233
HW 474,2,49483,3066,VM 374 ,2,3166,230
HW 475,37,23310,75,VM 375 ,1,211,386
HW 476,11,45287,4443,VM 376 ,1,2003,392
HW 477,43,17551,2877,VM 377 ,3,2347,301
HW 478,15,35979,628,VM 378 ,1,1797,471
HW 479,1,31621,384,VM 379 ,4,4803,490
HW 480,49,42399,1676,VM 380 ,1,109,358
HW 481,34,2486,4319,VM 381 ,2,4370,208
HW 482,22,2584,1683,VM 382 ,3,2100,436
HW 483,6,28882,3486,VM 383 ,1,4171,370
HW 484,24,14993,456,VM 384 ,1,3338,184
HW 485,5,37015,2173,VM 385 ,4,3359,101
HW 486,45,6740,2688,VM 386 ,3,4021,411
HW 487,7,13591,4648,VM 387 ,4,346,129
HW 488,6,24393,354,VM 388 ,1,3434,426
HW 489,34,39569,622,VM 389 ,1,1231,251
HW 490,9,49518,976,VM 390 ,3,4067,131
HW 491,37,7341,4878,VM 391 ,4,345,95
HW 492,24,24684,661,VM 392 ,1,1905,202
HW 493,33,19540,10,VM 393 ,1,1435,324
HW 494,5,14173,1946,VM 394 ,3,4532,210
HW 495,11,17340,3940,VM 395 ,1,215,174
HW 496,39,42323,210,VM 396 ,3,805,344
HW 497,47,43049,914,VM 397 ,1,4471,102
HW 498,16,38285,4260,VM 398 ,1,2457,340
HW 499,22,47457,1115,VM 399 ,1,3325,307
HW 500,47,30211,1641,VM 400 ,1,1737,51
HW 501,43,28349,1556,VM 401 ,3,4959,202
HW 502,34,22288,2603,VM 402 ,3,3710,450
HW 503,8,47619,166,VM 403 ,1,1236,120
HW 504,34,1878,889,VM 404 ,2,3200,122
HW 505,5,40699,1125,VM 405 ,2,416,187
HW 506,37,20008,4721,VM 406 ,3,4492,101
HW 507,11,41607,10,VM 407 ,4,1917,90
HW 508,41,49721,2282,VM 408 ,3,1373,430
HW 509,19,18468,38,VM 409 ,3,2013,312
HW 510,6,23083,2673,VM 410 ,1,1847,127
HW 511,44,9515,4984,VM 411 ,3,101,121
HW 512,14,47974,2767,VM 412 ,1,4257,227
HW 513,28,35181,852,VM 413 ,1,3750,437
HW 514,39,40830,2528,VM 414 ,1,1416,330
HW 515,12,23214,3484,VM 415 ,3,3167,78
HW 516,48,36230,506,VM 416 ,1,3783,250
HW 517,34,36015,1470,VM 417 ,1,3827,434
HW 518,25,40280,2206,VM 418 ,2,4613,493
HW 519,25,41253,554,VM 419 ,1,3191,389
HW 520,13,22965,3475,VM 420 ,3,4984,193
HW 521,19,32052,4887,VM 421 ,3,320,218
HW 522,16,47653,3610,VM 422 ,4,3724,10
HW 523,14,13607,4810,VM 423 ,3,1565,471
HW 524,4,40547,2554,VM 424 ,2,730,206
HW 525,41,41300,2213,VM 425 ,3,2794,262
HW 526,48,22563,2847,VM 426 ,1,2093,34
HW 527,15,26618,1568,VM 427 ,1,2027,210
HW 528,49,23682,1192,VM 428 ,1,4681,453
HW 529,47,32135,3040,VM 429 ,2,2014,245
HW 530,7,49699,1009,VM 430 ,1,2550,464
HW 531,41,34344,3339,VM 431 ,1,901,399
HW 532,22,22168,4805,VM 432 ,2,4202,492
HW 533,38,2434,4394,VM 433 ,3,1620,164
HW 534,31,49587,2773,VM 434 ,4,591,173
HW 535,8,24325,235,VM 435 ,1,4960,442
HW 536,15,46200,2794,VM 436 ,1,3853,399
HW 537,3,16154,1516,VM 437 ,2,3365,15
HW 538,18,40394,979,VM 438 ,4,4504,194
HW 539,14,3562,1713,VM 439 ,3,2496,295
HW 540,15,28238,4361,VM 440 ,3,3803,478
HW 541,25,18610,612,VM 441 ,4,1375,309
HW 542,16,36475,2305,VM 442 ,2,2657,418
HW 543,25,14113,2182,VM 443 ,2,1944,470
HW 544,6,19671,1237,VM 444 ,1,1114,276
HW 545,35,12083,357,VM 445 ,1,827,380
HW 546,14,46552,2244,VM 446 ,2,3562,168
HW 547,15,47408,1531,VM 447 ,1,4800,82
HW 548,43,23227,869,VM 448 ,4,237,270
