HW Name,HW CPU, HW Mem, HW Netz, VMs, VMs CPU, VMs Mem, VMs Netz
HW 11,46,29741,4883,VM 28 VM 214 VM 287 VM 314 VM 417 VM 450 VM 480 VM 508 VM 528 VM 565 VM 616 VM 650 VM 690 VM 727 VM 868 VM 1179 VM 1188 VM 1199 VM 1230 VM 1450 VM 1484 VM 1497 VM 1566 VM 1699 VM 1846 VM 1929 VM 1936 VM 2048 VM 2069 VM 2074 VM 2086 VM 2114 VM 2159 VM 2208 VM 2314 VM 2404 VM 2629 VM 2648 VM 2676 VM 3088 VM 3174 VM 3235 VM 3306 VM 3311 VM 3523 VM 3605 VM 3608 VM 3816 VM 3821 VM 3864 VM 3924 VM 3995 VM 4009 VM 4071 VM 4097 VM 4474 VM 4508 VM 4735 VM 4754 VM 4900 VM 4904 VM 4991 VM 5001 VM 5087 VM 5139 VM 5188 VM 5198 VM 5269 VM 5438 VM 5470 VM 5560 VM 5610 VM 5625 VM 5771 VM 5857 VM 6352 VM 6362 VM 6649 VM 6676 VM 6727 VM 6935 VM 7194 VM 7252 VM 7289 VM 7348 VM 7500 VM 7635 VM 7802 VM 7869 VM 7955 VM 8120 VM 8246 VM 8421 VM 8467 VM 8475 VM 8627 VM 8746 VM 8778 VM 8897 VM 8937 VM 8993 VM 9084 VM 9151 VM 9280 VM 9483 VM 9565 VM 9603 VM 9610 VM 9956 ,235,272779,28326
HW 12,38,28878,698,VM 16 VM 434 VM 500 VM 1011 VM 1155 VM 1367 VM 1398 VM 1421 VM 1779 VM 1996 VM 2049 VM 2139 VM 2475 VM 2593 VM 2687 VM 2796 VM 2800 VM 2956 VM 3119 VM 3383 VM 3712 VM 3760 VM 3792 VM 4313 VM 4471 VM 4675 VM 4678 VM 4679 VM 4749 VM 4853 VM 4870 VM 4952 VM 5259 VM 5301 VM 5506 VM 5964 VM 5976 VM 6095 VM 6138 VM 6199 VM 6304 VM 6439 VM 6898 VM 7064 VM 7256 VM 7307 VM 7610 VM 7812 VM 7947 VM 7950 VM 8065 VM 8114 VM 8154 VM 8175 VM 8194 VM 8260 VM 8296 VM 8463 VM 8464 VM 8563 VM 8666 VM 8715 VM 8886 VM 9017 VM 9149 VM 9249 VM 9304 VM 9492 VM 9783 VM 9824 VM 9829 VM 9905 VM 9978 ,151,194161,14813
HW 13,6,26575,1054,VM 339 VM 395 VM 488 VM 517 VM 532 VM 560 VM 579 VM 703 VM 896 VM 1103 VM 1256 VM 1415 VM 1550 VM 1578 VM 1670 VM 1685 VM 1862 VM 1965 VM 2149 VM 2278 VM 2470 VM 2529 VM 2568 VM 2690 VM 2836 VM 3044 VM 3267 VM 3292 VM 3319 VM 3358 VM 3568 VM 3571 VM 3656 VM 3929 VM 4030 VM 4095 VM 4331 VM 4506 VM 4558 VM 4693 VM 4756 VM 4945 VM 5033 VM 5071 VM 5077 VM 5118 VM 5218 VM 5249 VM 5258 VM 5345 VM 5779 VM 5785 VM 5936 VM 6036 VM 6064 VM 6282 VM 6305 VM 6379 VM 6436 VM 6495 VM 6786 VM 7454 VM 7505 VM 7687 VM 7969 VM 8017 VM 8186 VM 8200 VM 8364 VM 8618 VM 8646 VM 8652 VM 8772 VM 8860 VM 8965 VM 9034 VM 9053 VM 9059 VM 9136 VM 9233 VM 9391 VM 9421 VM 9535 VM 9576 VM 9613 VM 9720 VM 9777 VM 9794 VM 9921 VM 9924 VM 9926 ,205,241013,25843
HW 14,17,9399,2189,VM 37 VM 320 VM 344 VM 361 VM 501 VM 570 VM 589 VM 657 VM 747 VM 922 VM 1019 VM 1021 VM 1055 VM 1093 VM 1174 VM 1244 VM 1400 VM 1517 VM 1574 VM 1662 VM 1700 VM 1889 VM 2084 VM 2107 VM 2138 VM 2203 VM 2384 VM 2461 VM 2508 VM 2574 VM 2605 VM 2663 VM 2678 VM 2834 VM 3005 VM 3151 VM 3153 VM 3424 VM 3553 VM 3561 VM 3669 VM 3927 VM 4132 VM 4158 VM 4181 VM 4263 VM 4287 VM 4347 VM 4348 VM 4516 VM 4598 VM 4606 VM 4620 VM 4696 VM 4806 VM 5009 VM 5010 VM 5213 VM 5272 VM 5316 VM 5468 VM 5896 VM 5983 VM 6051 VM 6108 VM 6142 VM 6226 VM 6662 VM 6672 VM 6728 VM 6946 VM 7142 VM 7180 VM 7230 VM 7584 VM 7603 VM 7750 VM 7797 VM 7838 VM 7844 VM 7907 VM 7978 VM 8050 VM 8319 VM 8379 VM 8605 VM 8610 VM 8725 VM 8857 VM 8882 VM 8934 VM 9054 VM 9169 VM 9274 VM 9313 VM 9517 VM 9616 VM 9706 VM 9708 VM 9941 VM 9988 ,213,229999,25644
HW 15,2,3145,4825,VM 2 VM 8 VM 90 VM 127 VM 239 VM 260 VM 304 VM 720 VM 925 VM 987 VM 1147 VM 1207 VM 1223 VM 1268 VM 1385 VM 1392 VM 1410 VM 1416 VM 1433 VM 1655 VM 1947 VM 2072 VM 2258 VM 2506 VM 2639 VM 2681 VM 2701 VM 2807 VM 2851 VM 2999 VM 3025 VM 3053 VM 3090 VM 3190 VM 3199 VM 3305 VM 3325 VM 3645 VM 3653 VM 3719 VM 3752 VM 3765 VM 3823 VM 3849 VM 3994 VM 4068 VM 4243 VM 4249 VM 4296 VM 4356 VM 4396 VM 4424 VM 4605 VM 4607 VM 4778 VM 4970 VM 4971 VM 5363 VM 5562 VM 5583 VM 5592 VM 5648 VM 5851 VM 6048 VM 6251 VM 6264 VM 6312 VM 6333 VM 6334 VM 6374 VM 6399 VM 6725 VM 6854 VM 6918 VM 7166 VM 7293 VM 7305 VM 7729 VM 7889 VM 7958 VM 8054 VM 8077 VM 8193 VM 8210 VM 8281 VM 8330 VM 8356 VM 8391 VM 8412 VM 8418 VM 8476 VM 8572 VM 8691 VM 8868 VM 9091 VM 9307 VM 9328 VM 9340 VM 9351 VM 9355 VM 9394 VM 9398 VM 9413 VM 9493 VM 9634 VM 9857 ,238,267508,25734
HW 16,43,27993,4207,VM 54 VM 258 VM 436 VM 462 VM 519 VM 685 VM 749 VM 840 VM 861 VM 908 VM 1052 VM 1278 VM 1352 VM 2012 VM 2016 VM 2227 VM 2269 VM 2378 VM 2445 VM 2586 VM 2814 VM 2934 VM 2964 VM 3070 VM 3124 VM 3256 VM 3275 VM 3326 VM 3491 VM 3655 VM 3788 VM 3878 VM 4085 VM 4091 VM 4123 VM 4293 VM 4302 VM 4481 VM 4495 VM 4525 VM 4668 VM 4698 VM 4750 VM 4838 VM 4912 VM 5038 VM 5042 VM 5073 VM 5329 VM 5377 VM 5393 VM 5498 VM 5517 VM 5593 VM 5599 VM 5761 VM 5766 VM 5791 VM 5902 VM 5990 VM 6013 VM 6214 VM 6259 VM 6592 VM 6600 VM 6639 VM 6650 VM 6668 VM 6862 VM 7046 VM 7238 VM 7254 VM 7261 VM 7290 VM 7499 VM 7507 VM 7524 VM 7597 VM 7710 VM 7827 VM 7866 VM 7979 VM 7981 VM 8016 VM 8132 VM 8271 VM 8466 VM 8555 VM 8817 VM 8835 VM 9060 VM 9067 VM 9131 VM 9205 VM 9231 VM 9257 VM 9373 VM 9387 VM 9547 VM 9644 VM 9652 VM 9668 VM 9908 VM 9940 ,236,273133,25799
HW 17,5,36009,2162,VM 230 VM 235 VM 289 VM 490 VM 756 VM 818 VM 862 VM 1324 VM 1364 VM 1465 VM 1506 VM 1529 VM 1591 VM 1686 VM 1724 VM 1826 VM 1924 VM 2046 VM 2135 VM 2162 VM 2254 VM 2282 VM 2322 VM 2370 VM 2662 VM 2719 VM 2755 VM 2842 VM 3018 VM 3026 VM 3172 VM 3398 VM 3528 VM 3580 VM 3834 VM 3922 VM 3960 VM 4133 VM 4487 VM 4529 VM 4554 VM 4593 VM 4964 VM 4978 VM 5028 VM 5131 VM 5260 VM 5304 VM 5339 VM 5374 VM 5389 VM 5509 VM 5680 VM 5690 VM 5711 VM 5719 VM 6022 VM 6066 VM 6223 VM 6285 VM 6347 VM 6354 VM 6670 VM 6696 VM 6806 VM 6808 VM 7031 VM 7077 VM 7378 VM 7455 VM 7826 VM 7834 VM 8033 VM 8060 VM 8112 VM 8115 VM 8416 VM 8512 VM 8535 VM 8536 VM 8564 VM 8591 VM 8664 VM 8801 VM 8808 VM 8895 VM 9031 VM 9051 VM 9065 VM 9104 VM 9154 VM 9195 VM 9589 VM 9639 VM 9645 VM 9931 ,205,262086,22735
HW 18,43,44618,2118,VM 136 VM 348 VM 432 VM 477 VM 513 VM 529 VM 715 VM 751 VM 875 VM 1013 VM 1166 VM 1211 VM 1259 VM 1383 VM 1514 VM 1548 VM 1600 VM 1906 VM 2163 VM 2376 VM 2394 VM 2497 VM 2515 VM 2589 VM 2673 VM 2707 VM 2760 VM 2797 VM 3033 VM 3145 VM 3313 VM 3510 VM 3552 VM 3650 VM 3746 VM 3830 VM 3953 VM 3967 VM 4235 VM 4269 VM 4279 VM 4323 VM 4537 VM 4548 VM 4556 VM 4581 VM 4772 VM 4800 VM 4830 VM 4882 VM 5049 VM 5062 VM 5112 VM 5193 VM 5318 VM 5328 VM 5557 VM 5559 VM 5573 VM 5608 VM 5685 VM 5741 VM 6188 VM 6564 VM 6604 VM 6665 VM 6699 VM 6744 VM 6905 VM 7044 VM 7188 VM 7201 VM 7220 VM 7253 VM 7478 VM 7504 VM 7570 VM 7633 VM 7780 VM 8420 VM 8436 VM 8569 VM 8603 VM 8660 VM 8719 VM 8948 VM 9061 VM 9080 VM 9153 VM 9240 VM 9523 VM 9798 VM 9839 ,201,236447,21841
HW 19,6,38896,1107,VM 185 VM 249 VM 256 VM 538 VM 585 VM 664 VM 686 VM 792 VM 920 VM 938 VM 958 VM 983 VM 1001 VM 1022 VM 1068 VM 1081 VM 1088 VM 1127 VM 1292 VM 1471 VM 1610 VM 1667 VM 1674 VM 1820 VM 1933 VM 1963 VM 2223 VM 2284 VM 2361 VM 2723 VM 2809 VM 2917 VM 3082 VM 3155 VM 3209 VM 3242 VM 3304 VM 3379 VM 3604 VM 3654 VM 3726 VM 3770 VM 4002 VM 4054 VM 4344 VM 4394 VM 4614 VM 4617 VM 4920 VM 5250 VM 5251 VM 5529 VM 5580 VM 5590 VM 5652 VM 5710 VM 6088 VM 6132 VM 6134 VM 6215 VM 6291 VM 6308 VM 6419 VM 6574 VM 6584 VM 6586 VM 6683 VM 6754 VM 6778 VM 6869 VM 6888 VM 6934 VM 7012 VM 7139 VM 7148 VM 7161 VM 7240 VM 7288 VM 7333 VM 7459 VM 7508 VM 7588 VM 7594 VM 7896 VM 7960 VM 7988 VM 8048 VM 8162 VM 8195 VM 8668 VM 8688 VM 8752 VM 8863 VM 8929 VM 9176 VM 9278 VM 9383 VM 9399 VM 9415 VM 9615 VM 9712 VM 9740 VM 9828 VM 9898 ,213,249364,25927
HW 20,26,27790,3068,VM 133 VM 162 VM 279 VM 384 VM 494 VM 823 VM 1213 VM 1257 VM 1351 VM 1525 VM 1618 VM 1679 VM 1758 VM 1861 VM 1888 VM 1951 VM 1975 VM 1987 VM 2005 VM 2039 VM 2168 VM 2265 VM 2318 VM 2324 VM 2362 VM 2413 VM 2668 VM 2714 VM 2779 VM 2914 VM 3028 VM 3087 VM 3178 VM 3346 VM 3366 VM 3457 VM 3566 VM 3613 VM 3741 VM 3801 VM 3856 VM 3896 VM 3956 VM 3988 VM 4130 VM 4166 VM 4314 VM 4494 VM 4623 VM 4984 VM 4993 VM 5194 VM 5232 VM 5425 VM 5504 VM 5601 VM 5621 VM 5861 VM 6263 VM 6402 VM 6414 VM 6416 VM 6634 VM 6697 VM 6779 VM 7190 VM 7196 VM 7236 VM 7242 VM 7353 VM 7473 VM 7511 VM 7550 VM 7734 VM 7939 VM 8249 VM 8294 VM 8343 VM 8481 VM 8507 VM 8520 VM 8958 VM 8967 VM 9020 VM 9148 VM 9213 VM 9255 VM 9308 VM 9311 VM 9438 VM 9496 VM 9525 VM 9564 VM 9619 VM 9734 VM 9742 VM 9907 VM 9979 ,222,213563,24765
HW 21,24,32249,1941,VM 52 VM 151 VM 268 VM 360 VM 781 VM 878 VM 884 VM 933 VM 969 VM 1289 VM 1310 VM 1399 VM 1614 VM 1684 VM 1707 VM 1720 VM 1752 VM 1982 VM 2119 VM 2164 VM 2316 VM 2778 VM 2788 VM 2845 VM 2893 VM 2996 VM 3181 VM 3285 VM 3318 VM 3474 VM 3562 VM 3581 VM 3795 VM 3923 VM 3986 VM 4017 VM 4040 VM 4096 VM 4140 VM 4148 VM 4374 VM 4376 VM 4521 VM 4567 VM 4585 VM 4637 VM 4672 VM 4737 VM 5053 VM 5284 VM 5431 VM 5531 VM 5667 VM 5738 VM 5768 VM 5826 VM 6155 VM 6195 VM 6198 VM 6236 VM 6356 VM 6542 VM 6611 VM 6818 VM 6826 VM 6887 VM 6902 VM 6937 VM 7130 VM 7143 VM 7146 VM 7158 VM 7257 VM 7263 VM 7355 VM 7407 VM 7414 VM 7471 VM 7479 VM 7516 VM 7559 VM 7698 VM 7822 VM 7856 VM 7891 VM 7942 VM 7945 VM 8096 VM 8168 VM 8203 VM 8230 VM 8252 VM 8297 VM 8354 VM 8606 VM 8629 VM 8670 VM 8796 VM 8917 VM 9287 VM 9484 VM 9599 VM 9624 VM 9913 VM 9965 VM 9975 ,230,264749,24772
HW 22,7,22113,2190,VM 80 VM 143 VM 158 VM 182 VM 213 VM 335 VM 548 VM 787 VM 1071 VM 1148 VM 1232 VM 1300 VM 1458 VM 1479 VM 1489 VM 1749 VM 1863 VM 1910 VM 2358 VM 2409 VM 2493 VM 2603 VM 2877 VM 2882 VM 2931 VM 3027 VM 3183 VM 3362 VM 3404 VM 3449 VM 3603 VM 3644 VM 3737 VM 3779 VM 3882 VM 4129 VM 4203 VM 4290 VM 4340 VM 4530 VM 4542 VM 4575 VM 4633 VM 4727 VM 4780 VM 4847 VM 4929 VM 5004 VM 5225 VM 5371 VM 5383 VM 5430 VM 5476 VM 5494 VM 5516 VM 5726 VM 5834 VM 5900 VM 6129 VM 6265 VM 6581 VM 6928 VM 7004 VM 7088 VM 7098 VM 7147 VM 7266 VM 7315 VM 7372 VM 7421 VM 7447 VM 7494 VM 7578 VM 7598 VM 7621 VM 7877 VM 7897 VM 8059 VM 8061 VM 8179 VM 8232 VM 8285 VM 8316 VM 8517 VM 9292 VM 9339 VM 9464 VM 9572 VM 9835 VM 9867 VM 9869 ,183,244516,24003
