HW Name,HW CPU, HW Mem, HW Netz, VMs, VMs CPU, VMs Mem, VMs Netz
HW 43,30,30405,3053,VM 943 VM 1943 VM 2943 VM 3943 VM 4943 VM 5943 VM 6943 VM 7943 VM 8943 VM 9943 ,22,36411,2342
HW 44,1,16843,4086,VM 944 VM 1944 VM 2944 VM 3944 VM 4944 VM 5944 VM 6944 VM 7944 VM 8944 VM 9944 ,21,31240,2690
HW 45,13,7643,631,VM 945 VM 1945 VM 2945 VM 3945 VM 4945 VM 5945 VM 6945 VM 7945 VM 8945 VM 9945 ,24,17811,2628
HW 46,47,7083,2194,VM 946 VM 1946 VM 2946 VM 3946 VM 4946 VM 5946 VM 6946 VM 7946 VM 8946 VM 9946 ,25,22148,2717
HW 47,42,24293,1285,VM 947 VM 1947 VM 2947 VM 3947 VM 4947 VM 5947 VM 6947 VM 7947 VM 8947 VM 9947 ,14,20825,1963
HW 48,2,34577,1786,VM 948 VM 1948 VM 2948 VM 3948 VM 4948 VM 5948 VM 6948 VM 7948 VM 8948 VM 9948 ,22,30722,2215
HW 49,35,36910,4230,VM 949 VM 1949 VM 2949 VM 3949 VM 4949 VM 5949 VM 6949 VM 7949 VM 8949 VM 9949 ,23,28502,2536
HW 50,8,23915,1853,VM 950 VM 1950 VM 2950 VM 3950 VM 4950 VM 5950 VM 6950 VM 7950 VM 8950 VM 9950 ,27,13731,2220
HW 51,23,14609,526,VM 951 VM 1951 VM 2951 VM 3951 VM 4951 VM 5951 VM 6951 VM 7951 VM 8951 VM 9951 ,26,25835,2523
HW 52,49,46397,4915,VM 952 VM 1952 VM 2952 VM 3952 VM 4952 VM 5952 VM 6952 VM 7952 VM 8952 VM 9952 ,22,21211,2279
HW 53,45,14385,536,VM 953 VM 1953 VM 2953 VM 3953 VM 4953 VM 5953 VM 6953 VM 7953 VM 8953 VM 9953 ,23,21458,2463
HW 54,16,28470,4028,VM 954 VM 1954 VM 2954 VM 3954 VM 4954 VM 5954 VM 6954 VM 7954 VM 8954 VM 9954 ,21,34325,1503
HW 55,29,19761,3753,VM 955 VM 1955 VM 2955 VM 3955 VM 4955 VM 5955 VM 6955 VM 7955 VM 8955 VM 9955 ,21,20405,3180
HW 56,47,15138,3296,VM 956 VM 1956 VM 2956 VM 3956 VM 4956 VM 5956 VM 6956 VM 7956 VM 8956 VM 9956 ,19,23585,1906
HW 57,26,34797,3870,VM 957 VM 1957 VM 2957 VM 3957 VM 4957 VM 5957 VM 6957 VM 7957 VM 8957 VM 9957 ,21,26215,2115
HW 58,46,17577,1290,VM 958 VM 1958 VM 2958 VM 3958 VM 4958 VM 5958 VM 6958 VM 7958 VM 8958 VM 9958 ,16,23326,2165
HW 59,6,15018,1113,VM 959 VM 1959 VM 2959 VM 3959 VM 4959 VM 5959 VM 6959 VM 7959 VM 8959 VM 9959 ,24,20241,2286
HW 60,22,21158,3187,VM 960 VM 1960 VM 2960 VM 3960 VM 4960 VM 5960 VM 6960 VM 7960 VM 8960 VM 9960 ,27,20719,1950
HW 61,6,21039,2659,VM 961 VM 1961 VM 2961 VM 3961 VM 4961 VM 5961 VM 6961 VM 7961 VM 8961 VM 9961 ,27,19825,2205
HW 62,19,18449,19,VM 962 VM 1962 VM 2962 VM 3962 VM 4962 VM 5962 VM 6962 VM 7962 VM 8962 VM 9962 ,21,23390,2416
HW 63,16,39317,1986,VM 963 VM 1963 VM 2963 VM 3963 VM 4963 VM 5963 VM 6963 VM 7963 VM 8963 VM 9963 ,23,23526,2234
HW 64,17,32104,2566,VM 964 VM 1964 VM 2964 VM 3964 VM 4964 VM 5964 VM 6964 VM 7964 VM 8964 VM 9964 ,19,29432,2310
HW 65,37,32490,1277,VM 965 VM 1965 VM 2965 VM 3965 VM 4965 VM 5965 VM 6965 VM 7965 VM 8965 VM 9965 ,23,31236,2320
HW 66,35,21896,2542,VM 966 VM 1966 VM 2966 VM 3966 VM 4966 VM 5966 VM 6966 VM 7966 VM 8966 VM 9966 ,19,20248,2264
HW 67,29,41002,2036,VM 967 VM 1967 VM 2967 VM 3967 VM 4967 VM 5967 VM 6967 VM 7967 VM 8967 VM 9967 ,12,23083,2936
HW 68,33,3790,4399,VM 968 VM 1968 VM 2968 VM 3968 VM 4968 VM 5968 VM 6968 VM 7968 VM 8968 VM 9968 ,25,25611,2951
HW 69,18,30359,428,VM 969 VM 1969 VM 2969 VM 3969 VM 4969 VM 5969 VM 6969 VM 7969 VM 8969 VM 9969 ,26,25638,2399
HW 70,24,43510,3423,VM 970 VM 1970 VM 2970 VM 3970 VM 4970 VM 5970 VM 6970 VM 7970 VM 8970 VM 9970 ,16,27684,3013
HW 71,17,38412,2974,VM 971 VM 1971 VM 2971 VM 3971 VM 4971 VM 5971 VM 6971 VM 7971 VM 8971 VM 9971 ,18,33144,2614
HW 72,25,2606,3624,VM 972 VM 1972 VM 2972 VM 3972 VM 4972 VM 5972 VM 6972 VM 7972 VM 8972 VM 9972 ,21,23283,2113
HW 73,26,13861,3160,VM 973 VM 1973 VM 2973 VM 3973 VM 4973 VM 5973 VM 6973 VM 7973 VM 8973 VM 9973 ,22,16045,2912
HW 74,40,37852,134,VM 974 VM 1974 VM 2974 VM 3974 VM 4974 VM 5974 VM 6974 VM 7974 VM 8974 VM 9974 ,25,22709,2865
HW 75,42,16992,619,VM 975 VM 1975 VM 2975 VM 3975 VM 4975 VM 5975 VM 6975 VM 7975 VM 8975 VM 9975 ,28,33540,2545
HW 76,37,19625,3303,VM 976 VM 1976 VM 2976 VM 3976 VM 4976 VM 5976 VM 6976 VM 7976 VM 8976 VM 9976 ,20,36959,1837
HW 77,35,32938,434,VM 977 VM 1977 VM 2977 VM 3977 VM 4977 VM 5977 VM 6977 VM 7977 VM 8977 VM 9977 ,16,29007,2970
HW 78,32,47746,173,VM 978 VM 1978 VM 2978 VM 3978 VM 4978 VM 5978 VM 6978 VM 7978 VM 8978 VM 9978 ,19,24404,1618
HW 79,18,35041,3983,VM 979 VM 1979 VM 2979 VM 3979 VM 4979 VM 5979 VM 6979 VM 7979 VM 8979 VM 9979 ,20,21011,2403
HW 80,13,43520,623,VM 980 VM 1980 VM 2980 VM 3980 VM 4980 VM 5980 VM 6980 VM 7980 VM 8980 VM 9980 ,27,25791,2420
HW 81,13,4706,3817,VM 981 VM 1981 VM 2981 VM 3981 VM 4981 VM 5981 VM 6981 VM 7981 VM 8981 VM 9981 ,22,32891,2117
HW 82,10,20055,1498,VM 982 VM 1982 VM 2982 VM 3982 VM 4982 VM 5982 VM 6982 VM 7982 VM 8982 VM 9982 ,26,29404,1946
HW 83,8,15330,4434,VM 983 VM 1983 VM 2983 VM 3983 VM 4983 VM 5983 VM 6983 VM 7983 VM 8983 VM 9983 ,18,30485,2354
HW 84,19,23475,4065,VM 984 VM 1984 VM 2984 VM 3984 VM 4984 VM 5984 VM 6984 VM 7984 VM 8984 VM 9984 ,29,24963,2999
HW 85,34,12089,3131,VM 985 VM 1985 VM 2985 VM 3985 VM 4985 VM 5985 VM 6985 VM 7985 VM 8985 VM 9985 ,22,26673,2750
HW 86,27,10783,946,VM 986 VM 1986 VM 2986 VM 3986 VM 4986 VM 5986 VM 6986 VM 7986 VM 8986 VM 9986 ,25,26112,2217
HW 87,21,9643,4531,VM 987 VM 1987 VM 2987 VM 3987 VM 4987 VM 5987 VM 6987 VM 7987 VM 8987 VM 9987 ,24,18413,1950
HW 88,4,34608,4210,VM 988 VM 1988 VM 2988 VM 3988 VM 4988 VM 5988 VM 6988 VM 7988 VM 8988 VM 9988 ,19,23166,1578
HW 89,46,43964,3987,VM 989 VM 1989 VM 2989 VM 3989 VM 4989 VM 5989 VM 6989 VM 7989 VM 8989 VM 9989 ,19,21322,2919
HW 90,49,35954,1022,VM 990 VM 1990 VM 2990 VM 3990 VM 4990 VM 5990 VM 6990 VM 7990 VM 8990 VM 9990 ,13,27756,2017
HW 91,19,37807,912,VM 991 VM 1991 VM 2991 VM 3991 VM 4991 VM 5991 VM 6991 VM 7991 VM 8991 VM 9991 ,25,27958,1803
HW 92,22,6899,2271,VM 992 VM 1992 VM 2992 VM 3992 VM 4992 VM 5992 VM 6992 VM 7992 VM 8992 VM 9992 ,19,27911,2116
HW 93,20,46772,3834,VM 993 VM 1993 VM 2993 VM 3993 VM 4993 VM 5993 VM 6993 VM 7993 VM 8993 VM 9993 ,20,33089,2388
HW 94,9,605,4200,VM 994 VM 1994 VM 2994 VM 3994 VM 4994 VM 5994 VM 6994 VM 7994 VM 8994 VM 9994 ,20,30491,2939
HW 95,20,21936,4590,VM 995 VM 1995 VM 2995 VM 3995 VM 4995 VM 5995 VM 6995 VM 7995 VM 8995 VM 9995 ,19,19741,2466
HW 96,31,44276,2488,VM 996 VM 1996 VM 2996 VM 3996 VM 4996 VM 5996 VM 6996 VM 7996 VM 8996 VM 9996 ,22,20646,3011
HW 97,19,47803,659,VM 997 VM 1997 VM 2997 VM 3997 VM 4997 VM 5997 VM 6997 VM 7997 VM 8997 VM 9997 ,22,18242,2779
HW 98,25,6176,506,VM 998 VM 1998 VM 2998 VM 3998 VM 4998 VM 5998 VM 6998 VM 7998 VM 8998 VM 9998 ,23,26138,1823
HW 99,49,10533,235,VM 999 VM 1999 VM 2999 VM 3999 VM 4999 VM 5999 VM 6999 VM 7999 VM 8999 VM 9999 ,27,33694,2121
HW 100,15,43394,2093,VM 1000 VM 2000 VM 3000 VM 4000 VM 5000 VM 6000 VM 7000 VM 8000 VM 9000 VM 10000 ,29,22351,2508
HW 101,36,30354,656,VM 1 VM 1001 VM 2001 VM 3001 VM 4001 VM 5001 VM 6001 VM 7001 VM 8001 VM 9001 ,20,23841,3509
HW 102,17,46866,3869,VM 2 VM 1002 VM 2002 VM 3002 VM 4002 VM 5002 VM 6002 VM 7002 VM 8002 VM 9002 ,23,20853,3107
HW 103,13,15610,3433,VM 3 VM 1003 VM 2003 VM 3003 VM 4003 VM 5003 VM 6003 VM 7003 VM 8003 VM 9003 ,24,22144,1842
HW 104,45,21680,542,VM 4 VM 1004 VM 2004 VM 3004 VM 4004 VM 5004 VM 6004 VM 7004 VM 8004 VM 9004 ,19,23641,1583
HW 105,6,40611,91,VM 5 VM 1005 VM 2005 VM 3005 VM 4005 VM 5005 VM 6005 VM 7005 VM 8005 VM 9005 ,26,26204,2929
HW 106,9,7832,303,VM 6 VM 1006 VM 2006 VM 3006 VM 4006 VM 5006 VM 6006 VM 7006 VM 8006 VM 9006 ,23,32111,2989
HW 107,37,19291,1566,VM 7 VM 1007 VM 2007 VM 3007 VM 4007 VM 5007 VM 6007 VM 7007 VM 8007 VM 9007 ,26,18917,2122
HW 108,11,31456,3218,VM 8 VM 1008 VM 2008 VM 3008 VM 4008 VM 5008 VM 6008 VM 7008 VM 8008 VM 9008 ,20,23639,2433
HW 109,10,35454,2229,VM 9 VM 1009 VM 2009 VM 3009 VM 4009 VM 5009 VM 6009 VM 7009 VM 8009 VM 9009 ,23,28954,2374
HW 110,22,22773,1583,VM 10 VM 1010 VM 2010 VM 3010 VM 4010 VM 5010 VM 6010 VM 7010 VM 8010 VM 9010 ,28,24275,2364
HW 111,37,44250,4823,VM 11 VM 1011 VM 2011 VM 3011 VM 4011 VM 5011 VM 6011 VM 7011 VM 8011 VM 9011 ,20,15172,2149
HW 112,22,21368,3732,VM 12 VM 1012 VM 2012 VM 3012 VM 4012 VM 5012 VM 6012 VM 7012 VM 8012 VM 9012 ,21,30165,2250
HW 113,49,39401,2524,VM 13 VM 1013 VM 2013 VM 3013 VM 4013 VM 5013 VM 6013 VM 7013 VM 8013 VM 9013 ,21,29618,2551
HW 114,26,35127,1667,VM 14 VM 1014 VM 2014 VM 3014 VM 4014 VM 5014 VM 6014 VM 7014 VM 8014 VM 9014 ,29,21476,2525
HW 115,41,25013,3925,VM 15 VM 1015 VM 2015 VM 3015 VM 4015 VM 5015 VM 6015 VM 7015 VM 8015 VM 9015 ,25,17692,2363
HW 116,5,7984,3383,VM 16 VM 1016 VM 2016 VM 3016 VM 4016 VM 5016 VM 6016 VM 7016 VM 8016 VM 9016 ,26,18652,2592
HW 117,15,17667,4353,VM 17 VM 1017 VM 2017 VM 3017 VM 4017 VM 5017 VM 6017 VM 7017 VM 8017 VM 9017 ,21,27550,2518
HW 118,40,36133,4589,VM 18 VM 1018 VM 2018 VM 3018 VM 4018 VM 5018 VM 6018 VM 7018 VM 8018 VM 9018 ,18,25116,1996
HW 119,44,14412,466,VM 19 VM 1019 VM 2019 VM 3019 VM 4019 VM 5019 VM 6019 VM 7019 VM 8019 VM 9019 ,28,23177,2203
HW 120,46,39184,1235,VM 20 VM 1020 VM 2020 VM 3020 VM 4020 VM 5020 VM 6020 VM 7020 VM 8020 VM 9020 ,18,22616,1703
HW 121,30,40664,3354,VM 21 VM 1021 VM 2021 VM 3021 VM 4021 VM 5021 VM 6021 VM 7021 VM 8021 VM 9021 ,30,28510,2008
HW 122,41,24107,2100,VM 22 VM 1022 VM 2022 VM 3022 VM 4022 VM 5022 VM 6022 VM 7022 VM 8022 VM 9022 ,26,26432,1809
HW 123,44,11546,4269,VM 23 VM 1023 VM 2023 VM 3023 VM 4023 VM 5023 VM 6023 VM 7023 VM 8023 VM 9023 ,21,24653,2886
HW 124,26,16991,3593,VM 24 VM 1024 VM 2024 VM 3024 VM 4024 VM 5024 VM 6024 VM 7024 VM 8024 VM 9024 ,21,27062,2493
HW 125,34,13428,933,VM 25 VM 1025 VM 2025 VM 3025 VM 4025 VM 5025 VM 6025 VM 7025 VM 8025 VM 9025 ,22,32241,1906
HW 126,32,42634,1770,VM 26 VM 1026 VM 2026 VM 3026 VM 4026 VM 5026 VM 6026 VM 7026 VM 8026 VM 9026 ,24,26089,2750
HW 127,29,4230,4921,VM 27 VM 1027 VM 2027 VM 3027 VM 4027 VM 5027 VM 6027 VM 7027 VM 8027 VM 9027 ,17,25283,2650
HW 128,15,645,2533,VM 28 VM 1028 VM 2028 VM 3028 VM 4028 VM 5028 VM 6028 VM 7028 VM 8028 VM 9028 ,19,28225,2378
HW 129,19,21188,1738,VM 29 VM 1029 VM 2029 VM 3029 VM 4029 VM 5029 VM 6029 VM 7029 VM 8029 VM 9029 ,16,22794,2251
HW 130,40,10883,1700,VM 30 VM 1030 VM 2030 VM 3030 VM 4030 VM 5030 VM 6030 VM 7030 VM 8030 VM 9030 ,17,25250,2419
HW 131,34,30335,1587,VM 31 VM 1031 VM 2031 VM 3031 VM 4031 VM 5031 VM 6031 VM 7031 VM 8031 VM 9031 ,18,22341,2414
HW 132,1,31072,4378,VM 32 VM 1032 VM 2032 VM 3032 VM 4032 VM 5032 VM 6032 VM 7032 VM 8032 VM 9032 ,20,35018,2492
HW 133,40,49795,823,VM 33 VM 1033 VM 2033 VM 3033 VM 4033 VM 5033 VM 6033 VM 7033 VM 8033 VM 9033 ,23,21678,1875
HW 134,24,6967,1407,VM 34 VM 1034 VM 2034 VM 3034 VM 4034 VM 5034 VM 6034 VM 7034 VM 8034 VM 9034 ,23,20613,1898
HW 135,4,28469,1394,VM 35 VM 1035 VM 2035 VM 3035 VM 4035 VM 5035 VM 6035 VM 7035 VM 8035 VM 9035 ,28,24885,3848
HW 136,25,5492,829,VM 36 VM 1036 VM 2036 VM 3036 VM 4036 VM 5036 VM 6036 VM 7036 VM 8036 VM 9036 ,19,23262,3194
HW 137,31,26874,3900,VM 37 VM 1037 VM 2037 VM 3037 VM 4037 VM 5037 VM 6037 VM 7037 VM 8037 VM 9037 ,22,26396,2183
HW 138,46,5162,4812,VM 38 VM 1038 VM 2038 VM 3038 VM 4038 VM 5038 VM 6038 VM 7038 VM 8038 VM 9038 ,20,23572,2288
HW 139,46,19190,2065,VM 39 VM 1039 VM 2039 VM 3039 VM 4039 VM 5039 VM 6039 VM 7039 VM 8039 VM 9039 ,24,30591,2144
HW 140,34,35589,2660,VM 40 VM 1040 VM 2040 VM 3040 VM 4040 VM 5040 VM 6040 VM 7040 VM 8040 VM 9040 ,23,30631,2146
HW 141,20,46418,3458,VM 41 VM 1041 VM 2041 VM 3041 VM 4041 VM 5041 VM 6041 VM 7041 VM 8041 VM 9041 ,16,28168,3165
HW 142,21,49859,594,VM 42 VM 1042 VM 2042 VM 3042 VM 4042 VM 5042 VM 6042 VM 7042 VM 8042 VM 9042 ,24,23878,2524
HW 143,15,33413,4101,VM 43 VM 1043 VM 2043 VM 3043 VM 4043 VM 5043 VM 6043 VM 7043 VM 8043 VM 9043 ,21,29943,3072
HW 144,43,44634,3585,VM 44 VM 1044 VM 2044 VM 3044 VM 4044 VM 5044 VM 6044 VM 7044 VM 8044 VM 9044 ,17,27579,2740
HW 145,49,36058,4613,VM 45 VM 1045 VM 2045 VM 3045 VM 4045 VM 5045 VM 6045 VM 7045 VM 8045 VM 9045 ,24,28554,2215
HW 146,11,23432,2500,VM 46 VM 1046 VM 2046 VM 3046 VM 4046 VM 5046 VM 6046 VM 7046 VM 8046 VM 9046 ,17,11388,1656
HW 147,30,34766,1634,VM 47 VM 1047 VM 2047 VM 3047 VM 4047 VM 5047 VM 6047 VM 7047 VM 8047 VM 9047 ,21,27947,2731
HW 148,32,48050,93,VM 48 VM 1048 VM 2048 VM 3048 VM 4048 VM 5048 VM 6048 VM 7048 VM 8048 VM 9048 ,26,24275,2053
HW 149,48,2481,2384,VM 49 VM 1049 VM 2049 VM 3049 VM 4049 VM 5049 VM 6049 VM 7049 VM 8049 VM 9049 ,20,30672,2693
HW 150,38,31607,2458,VM 50 VM 1050 VM 2050 VM 3050 VM 4050 VM 5050 VM 6050 VM 7050 VM 8050 VM 9050 ,18,22584,2358
HW 151,9,17483,4140,VM 51 VM 1051 VM 2051 VM 3051 VM 4051 VM 5051 VM 6051 VM 7051 VM 8051 VM 9051 ,21,25472,2654
HW 152,5,18194,1671,VM 52 VM 1052 VM 2052 VM 3052 VM 4052 VM 5052 VM 6052 VM 7052 VM 8052 VM 9052 ,18,31234,1650
HW 153,14,46376,1622,VM 53 VM 1053 VM 2053 VM 3053 VM 4053 VM 5053 VM 6053 VM 7053 VM 8053 VM 9053 ,28,30978,3509
HW 154,1,38617,2613,VM 54 VM 1054 VM 2054 VM 3054 VM 4054 VM 5054 VM 6054 VM 7054 VM 8054 VM 9054 ,26,18641,2803
HW 155,47,925,3457,VM 55 VM 1055 VM 2055 VM 3055 VM 4055 VM 5055 VM 6055 VM 7055 VM 8055 VM 9055 ,21,18886,2590
HW 156,16,7631,4941,VM 56 VM 1056 VM 2056 VM 3056 VM 4056 VM 5056 VM 6056 VM 7056 VM 8056 VM 9056 ,24,29518,2659
HW 157,35,23868,2066,VM 57 VM 1057 VM 2057 VM 3057 VM 4057 VM 5057 VM 6057 VM 7057 VM 8057 VM 9057 ,19,37700,2316
HW 158,43,35201,3583,VM 58 VM 1058 VM 2058 VM 3058 VM 4058 VM 5058 VM 6058 VM 7058 VM 8058 VM 9058 ,21,21164,2566
HW 159,23,35996,2047,VM 59 VM 1059 VM 2059 VM 3059 VM 4059 VM 5059 VM 6059 VM 7059 VM 8059 VM 9059 ,17,27525,2126
HW 160,39,45865,4822,VM 60 VM 1060 VM 2060 VM 3060 VM 4060 VM 5060 VM 6060 VM 7060 VM 8060 VM 9060 ,20,29119,2002
HW 161,22,46695,3992,VM 61 VM 1061 VM 2061 VM 3061 VM 4061 VM 5061 VM 6061 VM 7061 VM 8061 VM 9061 ,23,27045,2897
HW 162,22,15566,477,VM 62 VM 1062 VM 2062 VM 3062 VM 4062 VM 5062 VM 6062 VM 7062 VM 8062 VM 9062 ,25,23541,2965
HW 163,35,37615,4161,VM 63 VM 1063 VM 2063 VM 3063 VM 4063 VM 5063 VM 6063 VM 7063 VM 8063 VM 9063 ,23,30620,2743
HW 164,8,32295,856,VM 64 VM 1064 VM 2064 VM 3064 VM 4064 VM 5064 VM 6064 VM 7064 VM 8064 VM 9064 ,18,26825,2260
HW 165,34,8356,4588,VM 65 VM 1065 VM 2065 VM 3065 VM 4065 VM 5065 VM 6065 VM 7065 VM 8065 VM 9065 ,23,22397,2158
HW 166,2,24623,289,VM 66 VM 1066 VM 2066 VM 3066 VM 4066 VM 5066 VM 6066 VM 7066 VM 8066 VM 9066 ,17,24414,2253
HW 167,35,10955,1469,VM 67 VM 1067 VM 2067 VM 3067 VM 4067 VM 5067 VM 6067 VM 7067 VM 8067 VM 9067 ,17,33606,2791
HW 168,48,23296,2374,VM 68 VM 1068 VM 2068 VM 3068 VM 4068 VM 5068 VM 6068 VM 7068 VM 8068 VM 9068 ,16,31094,2480
HW 169,1,48116,1629,VM 69 VM 1069 VM 2069 VM 3069 VM 4069 VM 5069 VM 6069 VM 7069 VM 8069 VM 9069 ,24,26416,2089
HW 170,20,14183,4493,VM 70 VM 1070 VM 2070 VM 3070 VM 4070 VM 5070 VM 6070 VM 7070 VM 8070 VM 9070 ,22,23875,2727
